JPT_KOD_JE,JPT_NAZWA_,Dlugosc,Szerokosc
2203023,Czarne,17.00393,53.65259
2206022,Dziemiany,17.78476,54.01285
2011102,Szudziałowo,23.61662,53.29156
2403122,Zebrzydowice,18.61240,49.86487
2212032,Dębnica Kaszubska,17.27257,54.35021
2818022,Dubeninki,22.61385,54.30923
3018012,Czajków,18.32030,51.47644
3018033,Grabów nad Prosną,18.10653,51.48008
1802062,Nozdrzec,22.15430,49.76556
1819032,Niebylec,21.91739,49.84534
221053,Głuszyca,16.36597,50.67609
221063,Mieroszów,16.21282,50.68201
409033,Mogilno,17.96842,52.64085
414012,Bukowiec,18.24800,53.42402
1208072,Słaboszów,20.23699,50.38243
1407042,Grabów nad Pilicą,21.23234,51.72528
1423072,Rusinów,20.59617,51.44372
2003072,Rudka,22.71232,52.72322
1811062,Padew Narodowa,21.49536,50.43823
401072,Raciążek,18.81414,52.84815
607052,Kraśnik,22.25146,50.90928
1019011,Zduńska Wola,18.95575,51.59221
1019032,Zapolice,18.91382,51.53391
609033,Bychawa,22.54127,50.99738
609042,Garbów,22.34664,51.36926
615042,Kąkolewnica,22.66653,51.90349
618011,Tomaszów Lubelski,23.42745,50.44961
3031033,Krajenka,16.93967,53.25310
2814042,Dywity,20.49276,53.87563
2815063,Miłakowo,20.07416,53.98906
602042,Biszcza,22.62850,50.41896
809043,Kargowa,15.85904,52.06020
612012,Chodel,22.15085,51.09479
3021163,Swarzędz,17.10089,52.42997
620092,Sitno,23.39565,50.74322
1002052,Krzyżanów,19.44284,52.16430
1005102,Zduny,19.78320,52.16763
1202012,Borzęcin,20.71009,50.06055
1206092,Mogilany,19.89458,49.94541
1433022,Grębków,21.96060,52.26388
1434031,Ząbki,21.11587,52.29299
1414063,Zakroczym,20.59165,52.46305
1208043,Książ Wielki,20.14970,50.43979
1010102,Wola Krzysztoporska,19.55650,51.35983
1017012,Biała,18.43000,51.26537
1806032,Majdan Królewski,21.77435,50.39225
1816063,Głogów Małopolski,21.96582,50.17164
1209042,Pcim,19.93658,49.77393
1407023,Głowaczów,21.32203,51.61679
212043,Mirsk,15.39973,50.91992
223062,Mietków,16.65441,50.96843
224022,Ciepłowody,16.92255,50.66667
202062,Łagiewniki,16.78213,50.79649
219052,Marcinowice,16.62741,50.87965
202033,Pieszyce,16.55294,50.70538
2478011,Zabrze,18.78684,50.31565
203062,Żukowice,15.94210,51.67024
2412022,Gaszowice,18.42122,50.09694
2408042,Ornontowice,18.75473,50.18337
2401062,Psary,19.12405,50.38581
1804032,Chłopice,22.70189,49.93984
1808022,Grodzisko Dolne,22.44467,50.16449
1804102,Roźwienica,22.57470,49.92149
2412013,Czerwionka-Leszczyny,18.66887,50.13440
2002013,Choroszcz,22.94726,53.12824
601192,Zalesie,23.41130,52.05738
3216033,Połczyn-Zdrój,16.08718,53.76013
1007013,Białaczów,20.30088,51.29661
1007072,Sławno,20.14425,51.40045
221082,Walim,16.41335,50.72966
220023,Prusice,16.91615,51.38317
220063,Żmigród,16.92912,51.48948
222033,Wołów,16.60116,51.33556
205062,Wądroże Wielkie,16.36915,51.10132
226062,Złotoryja,15.96537,51.14090
221021,Jedlina-Zdrój,16.33729,50.72144
1418052,Prażmów,21.00896,51.96220
1421021,Pruszków,20.80053,52.17282
1215063,Maków Podhalański,19.68988,49.71005
1438023,Mszczonów,20.55086,51.93214
1401052,Stromiec,21.12607,51.64861
2414052,Chełm Śląski,19.19856,50.10502
3010103,Sompolno,18.51844,52.35391
416042,Lubiewo,17.98778,53.46569
405052,Radomin,19.16976,53.09266
2011052,Kuźnica,23.61124,53.50267
2404052,Kłomnice,19.38321,50.90104
2212072,Potęgowo,17.45981,54.46298
1427011,Sierpc,19.66708,52.85365
1217032,Bukowina Tatrzańska,20.09872,49.31981
1805042,Jasło,21.48277,49.73897
2005032,Czeremcha,23.34718,52.50438
413032,Sośno,17.65791,53.36566
206072,Mysłakowice,15.83189,50.84675
3203033,Kalisz Pomorski,15.82746,53.32953
3017063,Raszków,17.72325,51.73672
1809042,Lubaczów,23.20490,50.13882
1001032,Drużbice,19.39295,51.46587
1009072,Strzelce Wielkie,19.17474,51.13615
225011,Zawidów,15.04585,51.02469
412042,Rypin,19.44133,53.06127
414022,Dragacz,18.67203,53.49590
1014113,Złoczew,18.61325,51.40956
1017032,Konopnica,18.81599,51.35771
1017062,Ostrówek,18.63267,51.33333
2417152,Węgierska Górka,19.15504,49.58022
1207102,Niedźwiedź,20.09887,49.59378
1208012,Charsznica,19.92069,50.41330
1428082,Teresin,20.39304,52.19090
1415112,Troszyn,21.78446,53.03854
1417011,Józefów,21.21688,52.13311
410042,Sadki,17.42973,53.16334
618032,Jarczów,23.60497,50.44071
1002102,Strzelce,19.40706,52.31085
3025012,Dominowo,17.37825,52.29332
3009052,Grzegorzew,18.76521,52.21595
2008013,Goniądz,22.75468,53.53236
2008072,Trzcianne,22.59888,53.30968
2009011,Sejny,23.34588,54.10915
2010082,Perlejewo,22.56150,52.56874
2012072,Suwałki,22.95640,54.08882
2062011,Łomża,22.05845,53.17435
2212053,Kępice,16.88363,54.21083
3013043,Rydzyna,16.67304,51.78483
3205043,Płoty,15.28824,53.82872
3003072,Mieleszyn,17.53712,52.66813
1426053,Mordy,22.50824,52.19531
1216053,Radłów,20.82073,50.10685
1420102,Raciąż,20.12652,52.78678
1420122,Załuski,20.51062,52.51460
2208011,Lębork,17.74957,54.53534
2012052,Raczki,22.78689,53.99457
2013011,Wysokie Mazowieckie,22.50997,52.92552
2013042,Klukowo,22.54050,52.75833
2411033,Krzanowice,18.13914,50.02800
2411062,Nędza,18.31550,50.15623
1203043,Libiąż,19.32268,50.09064
1205062,Łużna,21.05001,49.69777
1205072,Moszczenica,21.08234,49.73569
1603042,Pawłowiczki,18.00516,50.25360
3015053,Opalenica,16.40674,52.31174
603092,Ruda-Huta,23.61435,51.23046
604042,Hrubieszów,23.90373,50.81526
604062,Trzeszczany,23.72736,50.82259
606102,Siennica Różana,23.34446,51.00926
802052,Gubin,14.79081,51.93126
806043,Strzelce Krajeńskie,15.49951,52.91372
1421062,Raszyn,20.91368,52.12825
1016092,Tomaszów Mazowiecki,20.01209,51.49710
3021093,Kórnik,17.06270,52.25203
3006023,Jarocin,17.50462,51.96691
1404011,Gostynin,19.46787,52.42072
2610032,Łączna,20.78336,50.99108
1412103,Latowicz,21.77887,52.02683
2610011,Skarżysko-Kamienna,20.85846,51.11996
1212073,Wolbrom,19.75170,50.38960
1209013,Dobczyce,20.08642,49.87665
3006013,Jaraczewo,17.34031,51.95512
2204032,Kolbudy,18.48523,54.27352
2210032,Ostaszewo,18.94430,54.20332
2204082,Trąbki Wielkie,18.50603,54.16423
2612043,Osiek,21.40536,50.50772
1209033,Myślenice,19.93935,49.84729
2605083,Stąporków,20.57928,51.14491
2205072,Sulęczyno,17.79686,54.24409
2211052,Kosakowo,18.51211,54.61329
2214062,Tczew,18.68935,54.08647
2201072,Parchowo,17.67963,54.20666
2407032,Ciasna,18.62150,50.78128
2401011,Będzin,19.12090,50.33853
1405021,Podkowa Leśna,20.74735,52.11298
1815012,Iwierzyce,21.75051,50.01592
2817043,Pasym,20.80729,53.64543
1809023,Cieszanów,23.14219,50.25943
1817073,Zagórz,22.21893,49.43848
2001032,Bargłów Kościelny,22.81320,53.74797
416052,Śliwice,18.13539,53.70018
202021,Dzierżoniów,16.64930,50.73120
2601043,Pacanów,21.03785,50.37217
2808043,Korsze,21.15383,54.16840
2811043,Nidzica,20.47528,53.42025
1206113,Skawina,19.77798,49.94844
3029033,Wolsztyn,16.11255,52.06870
1416062,Nur,22.33643,52.68102
1803042,Dębica,21.46441,50.05494
2003082,Wyszki,22.97646,52.84832
3001011,Chodzież,16.91616,52.98936
3001053,Szamocin,17.15290,53.04736
3020063,Pleszew,17.80323,51.88079
3213052,Postomino,16.66461,54.49082
603122,Wierzbica,23.30295,51.27184
611042,Krzywda,22.12516,51.79195
601011,Międzyrzec Podlaski,22.78328,51.98078
2203011,Człuchów,17.36252,53.66580
620012,Adamów,23.18554,50.59948
1210163,Stary Sącz,20.61976,49.52510
1213082,Przeciszów,19.37178,49.99642
803023,Międzyrzecz,15.57183,52.42976
805013,Cybinka,14.79037,52.20003
419013,Barcin,17.97061,52.86331
3021113,Murowana Goślina,17.03909,52.59611
1218052,Mucharz,19.52522,49.81409
1219053,Wieliczka,20.06403,49.97277
1020052,Głowno,19.66362,51.99196
2264011,Sopot,18.56272,54.44363
2413062,Ożarowice,19.05604,50.47418
2601063,Stopnica,20.92530,50.45931
2802042,Lelkowo,20.19631,54.34683
1813052,Krzywcza,22.52750,49.80034
2405073,Toszek,18.50879,50.44712
2013072,Nowe Piekuty,22.69235,52.86746
2201023,Bytów,17.48880,54.16424
3002032,Drawsko,16.02336,52.80334
209082,Ruja,16.39781,51.17185
210011,Lubań,15.28171,51.11470
402102,Zbiczno,19.38908,53.34867
226032,Pielgrzymka,15.78700,51.11238
226043,Świerzawa,15.87235,51.01593
1433082,Stoczek,21.90478,52.54461
1417052,Kołbiel,21.49062,52.06106
2007043,Nowogród,21.89400,53.21611
408053,Kikół,19.11410,52.92650
2012082,Szypliszki,23.06314,54.22924
2412032,Jejkowice,18.47188,50.10498
1009082,Sulmierzyce,19.18707,51.19564
1015013,Bolimów,20.17709,52.08074
1008032,Dłutów,19.37471,51.56379
1210092,Łącko,20.45639,49.54319
2417122,Ślemień,19.38923,49.73436
3021132,Rokietnica,16.73864,52.51078
3025022,Krzykosy,17.35278,52.13205
3027042,Kawęczyn,18.51313,51.89619
3008033,Kępno,18.01581,51.32358
3012043,Krotoszyn,17.51040,51.72078
3202033,Drawno,15.80446,53.19318
3203063,Złocieniec,16.02543,53.56065
607083,Urzędów,22.13637,51.01115
607092,Wilkołaz,22.31677,50.99899
608103,Ostrów Lubelski,22.83455,51.46241
806013,Dobiegniew,15.83130,52.99634
610052,Puchaczów,23.00878,51.29747
2808022,Barciany,21.31777,54.23986
3031062,Tarnówka,16.85223,53.32919
1412011,Mińsk Mazowiecki,21.56024,52.17768
1204052,Olesno,20.91940,50.21064
1403143,Żelechów,21.85513,51.80423
2806102,Wydminy,22.04732,53.96689
1434082,Poświętne,21.41088,52.33350
210042,Lubań,15.31448,51.13998
225043,Pieńsk,15.08779,51.24965
1020021,Ozorków,19.29112,51.95775
2215031,Wejherowo,18.24640,54.60290
2401031,Wojkowice,19.03610,50.36559
2401042,Bobrowniki,19.02864,50.40934
2403031,Wisła,18.90685,49.63294
2606082,Wojciechowice,21.58365,50.82604
1608043,Praszka,18.49385,51.07066
1433072,Sadowne,21.85889,52.63850
1417072,Sobienie-Jeziory,21.32195,51.93386
1802013,Brzozów,22.03345,49.68923
2005052,Dubicze Cerkiewne,23.47693,52.63788
405043,Kowalewo Pomorskie,18.87328,53.14808
810082,Wymiarki,15.07468,51.52019
1014042,Brzeźnio,18.62210,51.49627
1209082,Tokarnia,19.86168,49.73994
1211142,Szaflary,19.99126,49.41644
2201042,Kołczygłowy,17.24646,54.22234
2203052,Koczała,17.10838,53.91439
2404092,Lelów,19.64633,50.69803
2213021,Skórcz,18.51869,53.79443
2815092,Ostróda,19.95506,53.64161
3015023,Lwówek,16.17386,52.44801
3020013,Chocz,17.89413,51.98696
402022,Bobrowo,19.23335,53.27733
608011,Lubartów,22.60901,51.46048
226021,Złotoryja,15.91982,51.12343
401062,Koneck,18.72286,52.79008
805022,Górzyca,14.69984,52.50139
806023,Drezdenko,15.80943,52.80322
418123,Lubraniec,18.82394,52.52475
418132,Włocławek,19.17149,52.59714
1426112,Wiśniew,22.28928,52.06381
1422023,Chorzele,20.92386,53.27090
214053,Międzybórz,17.64072,51.38257
223043,Kąty Wrocławskie,16.81785,51.03839
614011,Puławy,21.97629,51.42551
1002082,Nowe Ostrowy,19.20082,52.30530
1004043,Grabów,19.00526,52.14405
1005092,Nieborów,20.06025,52.07919
808032,Skąpe,15.42367,52.16126
809063,Sulechów,15.59646,52.09260
3031023,Jastrowie,16.65753,53.40367
1203053,Trzebinia,19.48324,50.17216
1438053,Wiskitki,20.34628,52.08068
2004062,Wąsosz,22.34383,53.49732
1014011,Sieradz,18.74113,51.59768
1209092,Wiśniowa,20.09382,49.77984
1210142,Podegrodzie,20.57072,49.59263
1211062,Krościenko nad Dunajcem,20.39082,49.44856
1429062,Repki,22.43177,52.37922
613032,Milanów,22.91554,51.72256
614022,Baranów,22.16994,51.54099
618042,Krynice,23.40595,50.57712
620102,Skierbieszów,23.36379,50.84920
811033,Brody,14.78103,51.76856
1002092,Oporów,19.52315,52.26519
1016022,Będków,19.77432,51.58359
1008011,Konstantynów Łódzki,19.31415,51.75543
1207042,Jodłownik,20.23558,49.78468
3216052,Sławoborze,15.68089,53.89427
1609032,Dobrzeń Wielki,17.84980,50.78874
1436012,Kazanów,21.42707,51.26845
804023,Bytom Odrzański,15.80805,51.71603
602102,Obsza,22.98405,50.33149
603011,Rejowiec Fabryczny,23.24500,51.11936
1203033,Chrzanów,19.39624,50.13611
1215092,Zembrzyce,19.56302,49.78070
1425011,Pionki,21.44942,51.47411
1216143,Zakliczyn,20.79025,49.83714
2002133,Wasilków,23.18879,53.22577
2203043,Debrzno,17.20378,53.56199
2410042,Pawłowice,18.69663,49.94943
2012042,Przerośl,22.71252,54.23960
2213013,Czarna Woda,18.14639,53.84660
3019022,Białośliwie,17.14401,53.11610
2810052,Sorkwity,21.15339,53.84354
1219032,Kłaj,20.30070,50.00778
2801052,Górowo Iławeckie,20.47223,54.30211
1429022,Bielany,22.24017,52.33600
1432022,Izabelin,20.78608,52.31295
1416082,Stary Lubotyń,21.93305,52.91686
409022,Jeziora Wielkie,18.24550,52.53610
208063,Bystrzyca Kłodzka,16.63306,50.29044
1208032,Kozłów,20.01206,50.47471
1209052,Raciechowice,20.17188,49.84003
1201092,Żegocina,20.43001,49.81015
1206123,Słomniki,20.08750,50.24949
2201092,Trzebielino,17.07792,54.20067
2206052,Liniewo,18.25521,54.07460
404022,Chełmno,18.47923,53.36152
618072,Rachanie,23.55693,50.54418
3063011,Leszno,16.57762,51.84293
2814082,Kolno,20.98943,53.98883
2815011,Ostróda,19.96528,53.70381
2602023,Jędrzejów,20.30751,50.64765
2603022,Czarnocin,20.53435,50.33332
2416073,Pilica,19.69108,50.48664
2604073,Łagów,21.07586,50.77230
3004033,Krobia,16.99072,51.76350
620112,Stary Zamość,23.21598,50.82141
812013,Sława,16.04458,51.86737
1010032,Gorzkowice,19.61839,51.20731
1433042,Liw,22.00662,52.38825
2801032,Bartoszyce,20.79816,54.24467
1014023,Błaszki,18.44817,51.63768
1015042,Kowiesy,20.41704,51.89654
1210122,Nawojowa,20.74823,49.53541
1210152,Rytro,20.65122,49.47699
1213011,Oświęcim,19.25428,50.03529
1213072,Polanka Wielka,19.30764,49.98062
1402022,Ciechanów,20.54129,52.86394
1402062,Ojrzeń,20.52664,52.76746
1426032,Kotuń,22.02320,52.16994
1202062,Iwkowa,20.57618,49.80572
212053,Wleń,15.67107,51.01577
201062,Warta Bolesławiecka,15.70165,51.23682
223073,Sobótka,16.76217,50.90631
220042,Wisznia Mała,17.02808,51.23149
213022,Krośnice,17.37767,51.44834
2405032,Gierałtowice,18.75051,50.22825
2466011,Gliwice,18.65359,50.29923
2401073,Siewierz,19.21176,50.47666
2405042,Pilchowice,18.57049,50.21377
2415072,Lubomia,18.30700,50.02827
215033,Jelcz-Laskowice,17.40193,51.03212
2472011,Ruda Śląska,18.86910,50.26630
2415082,Marklowice,18.52422,50.01992
1803011,Dębica,21.42062,50.04342
219072,Świdnica,16.47462,50.80915
3022023,Jutrosin,17.15819,51.63515
1816132,Trzebownisko,22.06470,50.11393
1816092,Krasne,22.11080,50.05152
1603011,Kędzierzyn-Koźle,18.24118,50.35139
2470011,Mysłowice,19.14624,50.19804
1816113,Sokołów Małopolski,22.13092,50.23260
809053,Nowogród Bobrzański,15.27868,51.81274
3029022,Siedlec,15.97443,52.15126
418113,Lubień Kujawski,19.17311,52.41111
2002032,Dobrzyniewo Duże,23.01484,53.23258
601162,Terespol,23.55398,52.07002
3207052,Świerzno,14.95498,53.96431
3211022,Kołbaskowo,14.45753,53.35927
1016053,Inowłódz,20.19852,51.53364
2605043,Radoszyce,20.27340,51.05872
1007032,Mniszków,19.99207,51.38875
217053,Wiązów,17.22567,50.79722
209022,Chojnów,15.90259,51.29056
216022,Gaworzyce,15.88568,51.62215
1418043,Piaseczno,20.99750,52.03810
1421011,Piastów,20.84495,52.18533
1418063,Tarczyn,20.82835,51.97354
2601083,Wiślica,20.68433,50.36899
2416011,Poręba,19.33229,50.48699
2416083,Szczekociny,19.79916,50.63937
1810022,Białobrzegi,22.34789,50.11122
2406082,Przystajń,18.69058,50.85357
2009022,Giby,23.32876,53.99209
1403092,Parysów,21.66047,51.98294
1425072,Kowala,21.09684,51.32459
2612053,Połaniec,21.26941,50.43608
1821033,Lesko,22.34119,49.46555
405022,Ciechocin,18.94546,53.05082
2012012,Bakałarzewo,22.70061,54.08908
2063011,Suwałki,22.93171,54.09994
2213082,Osiek,18.44071,53.72324
1426132,Zbuczyn,22.49347,52.08450
1805022,Brzyska,21.37659,49.82211
1806042,Niwiska,21.63487,50.24207
1807072,Miejsce Piastowe,21.77869,49.63336
1436042,Tczów,21.45848,51.33069
409043,Strzelno,18.17511,52.62773
414093,Świecie,18.42996,53.41185
613043,Parczew,22.89511,51.61414
3206023,Cedynia,14.22081,52.89144
1807102,Jaśliska,21.84903,49.42393
1605023,Krapkowice,17.94156,50.46475
1003042,Widawa,18.94937,51.41446
1014032,Brąszewice,18.45613,51.50376
3213021,Sławno,16.66973,54.36443
3208042,Kołobrzeg,15.49917,54.12818
208112,Nowa Ruda,16.52047,50.59703
402011,Brodnica,19.40057,53.25507
608053,Kamionka,22.44812,51.45251
1863011,Rzeszów,21.99427,50.02328
215022,Domaniów,17.14783,50.90694
219032,Dobromierz,16.23221,50.93879
414063,Nowe,18.68981,53.64178
1420052,Dzierzążnia,20.22113,52.60425
1420113,Sochocin,20.48224,52.68264
2417082,Łodygowice,19.15183,49.72355
2417112,Rajcza,19.04017,49.47362
2605062,Słupia Konecka,20.12568,51.02166
2607062,Waśniów,21.20893,50.87712
2808032,Kętrzyn,21.41291,54.05431
2810032,Mrągowo,21.32933,53.88918
3031011,Złotów,17.04070,53.36051
2814033,Dobre Miasto,20.42363,53.98739
2815022,Dąbrówno,20.03992,53.45281
1415052,Kadzidło,21.43616,53.24931
408092,Wielgie,19.26341,52.75101
3007012,Blizanów,18.02215,51.90164
3218032,Radowo Małe,15.41194,53.66032
2803022,Działdowo,20.14256,53.28667
3008022,Bralin,17.88802,51.27926
2212042,Główczyce,17.40761,54.60865
1428011,Sochaczew,20.25063,52.23533
2204062,Pszczółki,18.67541,54.17877
2014022,Kołaki Kościelne,22.36049,53.02361
2404032,Janów,19.44979,50.72497
2413052,Krupski Młyn,18.64947,50.57095
1206012,Czernichów,19.65926,50.01533
1218082,Tomice,19.50381,49.92365
2201052,Lipnica,17.36759,53.99026
2201102,Tuchomie,17.29995,54.10062
1809072,Stary Dzików,22.91746,50.24387
1606042,Świerczów,17.76456,50.96633
2411072,Pietrowice Wielkie,18.09938,50.09913
3017033,Odolanów,17.66255,51.57520
804063,Nowe Miasteczko,15.70922,51.68686
610033,Łęczna,22.86534,51.30464
418022,Baruchowo,19.28832,52.50299
601072,Konstantynów,23.10460,52.20806
611072,Stanin,22.19256,51.88246
3024032,Kaźmierz,16.54619,52.50266
3024042,Obrzycko,16.52477,52.69553
1410062,Stara Kornica,22.93098,52.19193
1818022,Bojanów,21.97534,50.44787
1005053,Kiernozia,19.86879,52.26242
