JPT_KOD_JE,JPT_NAZWA_,Dlugosc,Szerokosc
615033,Czemierniki,22.64444,51.67036
810062,Niegosławice,15.73647,51.60994
1021011,Brzeziny,19.74691,51.80288
2602072,Słupia (Jędrzejowska),19.93119,50.59160
609152,Wysokie,22.68861,50.91356
1216082,Skrzyszów,21.10365,49.98920
1420043,Czerwińsk nad Wisłą,20.35347,52.43166
1812032,Jeżowe,22.11436,50.37021
1815052,Wielopole Skrzyńskie,21.59296,49.94688
1003032,Sędziejowice,19.02925,51.50584
1013062,Sadkowice,20.55232,51.71053
862011,Zielona Góra,15.53089,51.92673
1020092,Zgierz,19.42179,51.92606
2403021,Ustroń,18.82721,49.71529
2416063,Ogrodzieniec,19.54913,50.45251
2464011,Częstochowa,19.11828,50.80525
2608013,Działoszyce,20.35914,50.39736
3064011,Poznań,16.92310,52.40646
2803052,Płośnica,20.01313,53.24287
1813072,Orły,22.80194,49.87994
2009052,Sejny,23.40495,54.11782
3205012,Brojce,15.35979,53.96903
3205032,Karnice,15.07930,54.02512
3205072,Rewal,15.04530,54.07972
404011,Chełmno,18.42788,53.34921
603052,Dubienka,23.85690,51.03470
801011,Kostrzyn nad Odrą,14.63813,52.61470
1210082,Łabowa,20.86967,49.49849
1214023,Koszyce,20.56601,50.17237
1018013,Bolesławiec,18.21407,51.21477
1429053,Kosów Lacki,22.11536,52.58613
1416011,Ostrów Mazowiecka,21.88560,52.80251
1417043,Karczew,21.27293,52.04208
1661011,Opole,17.91775,50.67938
219043,Jaworzyna Śląska,16.43451,50.90892
404062,Stolno,18.57283,53.33973
410023,Mrocza,17.56615,53.24289
2011072,Sidra,23.45741,53.54047
619022,Hanna,23.46483,51.69776
1011033,Poddębice,18.90707,51.88902
1210133,Piwniczna-Zdrój,20.74268,49.43923
2215042,Choczewo,17.84066,54.75263
3004052,Piaski,17.10157,51.86782
3007022,Brzeziny,18.27069,51.58561
1427022,Gozdowo,19.69957,52.73301
3204052,Osina,14.99841,53.62068
3015063,Zbąszyń,15.95344,52.27059
2819022,Pozezdrze,21.86527,54.14724
605063,Modliborzyce,22.32680,50.75015
608032,Firlej,22.48618,51.56533
608063,Kock,22.42303,51.65299
609082,Konopnica,22.41794,51.21728
418102,Lubanie,18.90715,52.73540
2609033,Klimontów,21.44601,50.66081
2807052,Lubawa,19.78162,53.51285
3010062,Krzymów,18.36664,52.18234
2814023,Biskupiec,20.96685,53.86047
2815032,Grunwald,20.11740,53.52682
1407032,Gniewoszów,21.80138,51.47216
1411073,Różan,21.37778,52.89598
1201052,Łapanów,20.30485,49.86378
403032,Dobrcz,18.14411,53.26615
1215072,Stryszawa,19.48085,49.72006
3007042,Godziesze Wielkie,18.15568,51.65322
1434113,Tłuszcz,21.46530,52.42090
1611073,Zawadzkie,18.52460,50.58654
2005022,Białowieża,23.80756,52.71053
2007062,Przytuły,22.31047,53.37213
1607053,Nysa,17.35360,50.45760
216053,Przemków,15.82127,51.52118
414072,Osie,18.30494,53.62470
415082,Wielka Nieszawka,18.54764,52.95245
619052,Urszulin,23.18672,51.40684
1211132,Spytkowice,19.81350,49.57422
1609123,Tułowice,17.69981,50.59188
2403082,Hażlach,18.64959,49.81222
3204033,Maszewo,15.07310,53.51903
3021011,Luboń,16.87794,52.33922
3003062,Łubowo,17.42807,52.50661
402073,Jabłonowo Pomorskie,19.19771,53.38372
609092,Krzczonów,22.72233,51.00559
464011,Włocławek,19.05720,52.66095
1811083,Radomyśl Wielki,21.26706,50.19265
214011,Oleśnica,17.38316,51.20630
416032,Kęsowo,17.71654,53.56659
223022,Długołęka,17.21018,51.18518
404072,Unisław,18.37455,53.22356
407092,Złotniki Kujawskie,18.10671,52.90901
409012,Dąbrowa,17.94424,52.76344
415052,Łubianka,18.48522,53.13999
614032,Janowiec,21.88893,51.33767
615072,Ulan-Majorat,22.47185,51.83436
1001062,Rusiec,18.96465,51.31889
3215023,Barwice,16.34054,53.74943
3006032,Kotlin,17.64006,51.94183
2612033,Oleśnica,21.07140,50.45901
2809022,Kiwity,20.71994,54.10637
3010112,Stare Miasto,18.22639,52.15102
3031082,Złotów,17.03906,53.37556
1206022,Igołomia-Wawrzeńczyce,20.26877,50.10519
1402033,Glinojeck,20.35968,52.80752
1402082,Regimin,20.56741,52.95101
1607033,Korfantów,17.59997,50.48004
1211033,Czarny Dunajec,19.84672,49.43529
1211042,Czorsztyn,20.31117,49.44825
1211102,Ochotnica Dolna,20.30295,49.51736
2213112,Smętowo Graniczne,18.63499,53.72904
2804032,Gronowo Elbląskie,19.30145,54.09941
2805022,Ełk,22.34045,53.82331
412052,Skrwilno,19.60159,53.02944
414032,Drzycim,18.32830,53.50995
1005082,Łyszkowice,19.92422,51.98878
1016112,Żelechlinek,20.05138,51.71533
3209082,Świeszyno,16.18333,54.09059
3003032,Gniezno,17.63242,52.56995
210072,Siekierczyn,15.18965,51.11618
806052,Zwierzyn,15.56622,52.79916
418083,Izbica Kujawska,18.79952,52.39760
3021083,Kostrzyn,17.25598,52.37907
1410012,Huszlew,22.82598,52.11873
1413062,Stupsk,20.43462,53.00985
1216092,Tarnów,21.01031,49.99707
2203032,Człuchów,17.34299,53.67154
2209032,Lichnowy,18.89602,54.11115
2008032,Jaświły,22.95872,53.50273
3015012,Kuślin,16.31652,52.37505
3021123,Pobiedziska,17.24923,52.48601
2414042,Bojszowy,19.08365,50.05026
2808062,Srokowo,21.49461,54.22663
3010132,Wierzbinek,18.49439,52.44118
3031072,Zakrzewo,17.16908,53.40400
2814063,Jeziorany,20.73511,53.97853
2804042,Markusy,19.40277,54.04668
1810011,Łańcut,22.22486,50.07359
1603062,Reńska Wieś,18.09474,50.32955
223012,Czernica,17.25136,51.07807
1409063,Solec nad Wisłą,21.73255,51.11580
1411042,Krasnosielc,21.16318,53.05583
1201072,Rzezawa,20.53949,50.02125
1607082,Pakosławice,17.31608,50.54716
2404063,Koniecpol,19.70290,50.79880
606092,Rudnik,22.95315,50.86399
802063,Krosno Odrzańskie,15.06725,52.05610
2213122,Starogard Gdański,18.53884,53.97309
2216042,Stary Targ,19.17631,53.95260
2402062,Jaworze,18.94098,49.78204
414112,Warlubie,18.55103,53.61424
616022,Kłoczew,21.96992,51.73582
619032,Hańsk,23.41580,51.41263
2607022,Bałtów,21.57383,51.01739
2611042,Pawłów,21.08238,50.95583
2415041,Wodzisław Śląski,18.44741,50.00516
2804073,Pasłęk,19.68640,54.04737
1006032,Brójce,19.64549,51.66715
1409012,Chotcza,21.73311,51.24311
1201063,Nowy Wiśnicz,20.46914,49.90107
1429072,Sabnie,22.29925,52.49341
1416072,Ostrów Mazowiecka,21.87175,52.80798
3217052,Wałcz,16.43257,53.28910
2801043,Bisztynek,20.94026,54.08631
2803011,Działdowo,20.17808,53.24097
3201022,Białogard,15.97621,53.98681
1210022,Chełmiec,20.67858,49.65347
1211112,Raba Wyżna,19.87626,49.55980
1219022,Gdów,20.22348,49.92100
1435032,Rząśnik,21.39252,52.70481
1609132,Turawa,18.11111,50.75344
1419053,Drobin,19.95733,52.71752
2002143,Zabłudów,23.33470,53.01257
1813032,Fredropol,22.69052,49.65691
1205082,Ropa,21.06390,49.57680
1206032,Iwanowice,19.97207,50.22919
223052,Kobierzyce,16.92084,50.96924
202073,Niemcza,16.82196,50.71537
217022,Kondratowice,16.93730,50.76364
219063,Strzegom,16.34748,50.96464
264011,Wrocław,16.99608,51.12769
211043,Ścinawa,16.39306,51.39689
2407083,Woźniki,19.02638,50.59698
215042,Oława,17.30555,50.92896
214023,Bierutów,17.51152,51.13168
2462011,Bytom,18.87759,50.36360
1803032,Czarna,21.25379,50.07812
1812063,Rudnik nad Sanem,22.23686,50.44076
1814082,Tryńcza,22.54315,50.13067
1816102,Lubenia,21.96303,49.91316
1804082,Radymno,22.93501,49.95224
1807043,Jedlicze,21.64657,49.71418
3015032,Miedzichowo,15.98296,52.40095
802042,Dąbie,15.19226,51.99050
601032,Biała Podlaska,23.11202,52.03631
601102,Międzyrzec Podlaski,22.76288,52.01464
601122,Rokitno,23.32636,52.13085
3210013,Barlinek,15.18256,52.97049
1007083,Żarnów,20.14208,51.23731
612032,Karczmiska,22.00263,51.24180
609142,Wólka,22.69229,51.28372
3208022,Dygowo,15.74760,54.11851
220052,Zawonia,17.21887,51.33361
222022,Wińsko,16.59815,51.45135
209032,Krotoszyce,16.08795,51.15162
222013,Brzeg Dolny,16.72451,51.28707
218033,Miękinia,16.77714,51.18981
812033,Wschowa,16.29099,51.81768
1408032,Nieporęt,21.04968,52.41171
1414011,Nowy Dwór Mazowiecki,20.70031,52.43652
1020011,Głowno,19.72023,51.96298
1801032,Czarna,22.60815,49.30696
1808032,Kuryłówka,22.53574,50.31546
1811042,Gawłuszowice,21.39766,50.41023
1815022,Ostrów,21.61058,50.13986
2408031,Orzesze,18.78777,50.10349
1426042,Mokobody,22.13349,52.25985
2605072,Smyków,20.40396,51.07287
1819043,Strzyżów,21.78441,49.85617
407073,Pakość,18.10453,52.80138
2411022,Kornowac,18.32124,50.07375
1805082,Osiek Jasielski,21.45333,49.61515
2817052,Rozogi,21.33487,53.47412
3204073,Stepnica,14.61217,53.69809
3002073,Trzcianka,16.45747,53.04282
1811011,Mielec,21.46333,50.28778
1818062,Zaleszany,21.94040,50.63606
3003082,Niechanowo,17.66087,52.45100
2001011,Augustów,23.01024,53.84768
404052,Papowo Biskupie,18.56626,53.25740
1419082,Mała Wieś,20.09483,52.45315
1419142,Staroźreby,20.04101,52.63735
1422062,Krzynowłoga Mała,20.81667,53.15550
1014052,Burzenin,18.77654,51.44722
1015092,Słupia,19.96715,51.86018
1009013,Działoszyn,18.85041,51.11644
1018043,Lututów,18.46950,51.36157
2601013,Busko-Zdrój,20.75011,50.47770
2611053,Wąchock,20.99234,51.05105
3010043,Kleczew,18.13972,52.40081
3010052,Kramsk,18.40953,52.26111
1416102,Wąsewo,21.69976,52.85502
3021152,Suchy Las,16.87930,52.53336
3210022,Boleszkowice,14.55735,52.69220
3007053,Koźminek,18.33883,51.78866
3024083,Wronki,16.26273,52.72203
2804052,Milejewo,19.55624,54.20121
1814092,Zarzecze,22.51941,49.99017
2405063,Sośnicowice,18.50125,50.27537
2014011,Zambrów,22.24569,52.97726
2212011,Ustka,16.86016,54.57651
2213042,Bobowo,18.55252,53.87629
3001043,Margonin,17.10431,52.96252
2004032,Radziłów,22.44387,53.42450
1811073,Przecław,21.48984,50.20452
2406042,Miedźno,19.00810,50.98526
2013082,Sokoły,22.72945,53.01046
2211023,Jastarnia,18.60187,54.69399
1403021,Łaskarzew,21.59931,51.78384
1403103,Pilawa,21.54525,51.97348
1809053,Narol,23.28693,50.33576
1606032,Pokój,17.87373,50.92186
2212062,Kobylnica,16.95991,54.37146
3020022,Czermin,17.76503,51.97858
208143,Szczytna,16.43437,50.41036
210053,Olszyna,15.36089,51.05762
602112,Potok Górny,22.51440,50.39840
810032,Brzeźnica,15.41298,51.71760
2801021,Górowo Iławeckie,20.48945,54.28744
1406083,Nowe Miasto nad Pilicą,20.53042,51.62780
1021032,Dmosin,19.78705,51.90148
1005022,Bielawy,19.64825,52.07941
3025032,Nowe Miasto nad Wartą,17.39235,52.06250
2605052,Ruda Maleniecka,20.19509,51.14236
1424012,Gzy,20.91091,52.74127
1414043,Nasielsk,20.78192,52.56960
1402092,Sońsk,20.71172,52.76748
2604162,Raków,21.01268,50.69075
2604083,Łopuszno,20.25610,50.93912
2604192,Zagnańsk,20.65402,50.99192
1412093,Kałuszyn,21.82325,52.22208
1412123,Mrozy,21.86543,52.11869
1206132,Sułoszowa,19.75471,50.26170
2604143,Piekoszów,20.42226,50.87597
1404043,Sanniki,19.85335,52.32946
2210042,Stegna,19.06965,54.35327
2213093,Skarszewy,18.42566,54.07055
1007023,Drzewica,20.42590,51.45751
1204073,Szczucin,21.10822,50.29805
612023,Józefów nad Wisłą,21.90839,51.02005
1430012,Chlewiska,20.74232,51.23897
2216022,Mikołajki Pomorskie,19.19620,53.85304
2475011,Sosnowiec,19.19285,50.27617
2406013,Kłobuck,18.99209,50.90592
1814062,Przeworsk,22.48524,50.06329
2413031,Radzionków,18.90203,50.40258
3013062,Wijewo,16.20114,51.91054
2815073,Miłomłyn,19.81432,53.75193
1604032,Lasowice Wielkie,18.23617,50.87444
1864011,Tarnobrzeg,21.70708,50.58460
214083,Twardogóra,17.46827,51.37335
407033,Gniewkowo,18.42822,52.88234
411022,Bytoń,18.61930,52.56097
415062,Łysomice,18.62859,53.09756
3211033,Nowe Warpno,14.37181,53.69673
2604133,Nowa Słupia,21.07498,50.87109
1207092,Mszana Dolna,20.11513,49.65509
1208062,Racławice,20.21946,50.33157
1407012,Garbatka-Letnisko,21.63112,51.49218
1206162,Zabierzów,19.76306,50.11909
1207021,Mszana Dolna,20.07583,49.68244
2803062,Rybno,19.93762,53.36996
2404072,Konopiska,18.99432,50.72331
2405011,Knurów,18.66441,50.20543
1805053,Kołaczyce,21.48504,49.80684
1801083,Ustrzyki Dolne,22.58203,49.48724
2006032,Kolno,21.94387,53.42879
3214082,Marianowo,15.26274,53.38798
3208033,Gościno,15.66971,54.03008
3003023,Czerniejewo,17.50554,52.44060
208133,Stronie Śląskie,16.91060,50.26462
804052,Nowa Sól,15.79859,51.83328
602063,Goraj,22.70542,50.72765
206082,Podgórzyn,15.70599,50.81014
207022,Kamienna Góra,16.01744,50.75296
614102,Wąwolnica,22.12432,51.30357
614112,Żyrzyn,22.05788,51.50879
1210042,Grybów,20.94654,49.61232
1211072,Lipnica Wielka,19.58370,49.51329
1018062,Sokolniki,18.34510,51.31596
2215092,Szemud,18.24227,54.46927
417032,Książki,19.06692,53.32646
602032,Biłgoraj,22.67843,50.54349
602073,Józefów,23.05440,50.48907
1218022,Brzeźnica,19.62388,49.95097
1403073,Maciejowice,21.53982,51.70676
1426122,Wodynie,21.97825,52.03835
1811102,Wadowice Górne,21.25207,50.26812
2207062,Sadlinki,18.83651,53.65268
1002011,Kutno,19.37607,52.22579
1004022,Daszyna,19.15070,52.16071
1011043,Uniejów,18.79071,52.00493
1012082,Lgota Wielka,19.31658,51.14546
1015062,Maków,20.01826,51.95453
1008021,Pabianice,19.36404,51.65937
2612022,Łubnice,21.16729,50.39887
3209063,Polanów,16.63601,54.11626
3218013,Dobra,15.27165,53.56971
3008012,Baranów,18.00316,51.24371
2410012,Goczałkowice-Zdrój,18.89408,49.93249
3211012,Dobra (Szczecińska),14.38938,53.49174
224042,Stoszowice,16.68370,50.60125
403022,Dąbrowa Chełmińska,18.25433,53.17520
606011,Krasnystaw,23.16670,50.98707
801062,Santok,15.43889,52.74680
3030012,Kołaczkowo,17.65791,52.22533
2804093,Tolkmicko,19.49276,54.30068
2805052,Stare Juchy,22.18144,53.91076
1611012,Izbicko,18.16544,50.56479
211011,Lubin,16.19563,51.39968
215011,Oława,17.29061,50.94950
219011,Świdnica,16.49096,50.84417
2008052,Krypno,22.82696,53.27193
618082,Susiec,23.20451,50.42860
1013042,Rawa Mazowiecka,20.23423,51.78332
2215072,Luzino,18.09368,54.55178
2416093,Włodowice,19.45445,50.56158
2417062,Lipowa,19.07120,49.67030
3209073,Sianów,16.34830,54.23883
1427042,Rościszewo,19.76216,52.90935
1216153,Żabno,20.87607,50.14632
608022,Abramów,22.28528,51.46737
611032,Adamów,22.21124,51.71604
601052,Janów Podlaski,23.22568,52.19219
2611011,Starachowice,21.07911,51.04019
1409042,Rzeczniów,21.39392,51.12818
1021043,Jeżów,19.95398,51.78952
1432053,Łomianki,20.86991,52.34979
2416042,Kroczyce,19.60170,50.56520
2417102,Radziechowy-Wieprz,19.15673,49.63027
3028011,Wągrowiec,17.20233,52.80852
1416043,Brok,21.82414,52.71196
1601043,Lewin Brzeski,17.62920,50.75995
1601062,Olszanka,17.45886,50.78132
1605053,Zdzieszowice,18.11177,50.43322
212013,Gryfów Śląski,15.43717,51.04412
413043,Więcbork,17.44344,53.34970
207042,Marciszów,16.01930,50.85593
619011,Włodawa,23.52913,51.53972
1014102,Wróblew,18.58749,51.59741
1209062,Siepraw,19.99011,49.90236
1210032,Gródek nad Dunajcem,20.73544,49.75285
1406053,Grójec,20.89064,51.88005
1406062,Jasieniec,20.99198,51.80152
1403052,Górzno,21.71716,51.85175
1425063,Jedlnia-Letnisko,21.31664,51.41694
2011013,Dąbrowa Białostocka,23.31537,53.63863
2011093,Suchowola,23.12344,53.58353
2413021,Miasteczko Śląskie,18.95107,50.50426
2212022,Damnica,17.28357,54.49754
2212092,Smołdzino,17.26284,54.67872
2213102,Skórcz,18.53350,53.80736
3012063,Zduny,17.33920,51.66574
3214042,Dolice,15.20305,53.19570
402062,Bartniczka,19.56552,53.24149
803042,Pszczew,15.77727,52.48605
1608023,Gorzów Śląski,18.38866,51.03773
613022,Jabłoń,23.06708,51.70669
1002113,Żychlin,19.66678,52.23572
601042,Drelów,22.89733,51.92168
2605012,Fałków,20.06539,51.13289
2812052,Nowe Miasto Lubawskie,19.57732,53.46431
1201032,Drwinia,20.42762,50.08354
1804112,Wiązownica,22.80109,50.11787
1821052,Solina,22.41701,49.34373
2417132,Świnna,19.27868,49.66142
2604033,Chęciny,20.44202,50.78564
2805032,Kalinowo,22.64267,53.85245
411062,Radziejów,18.55374,52.62899
208011,Duszniki-Zdrój,16.38320,50.36921
810092,Żagań,15.35003,51.59483
1013011,Rawa Mazowiecka,20.25239,51.76122
1017093,Wieluń,18.59235,51.22457
3023022,Lądek,17.89419,52.21349
3210033,Dębno,14.72772,52.76893
1419023,Bodzanów,19.98328,52.49222
3206012,Banie,14.64586,53.09195
603142,Żmudź,23.68154,51.03459
605053,Janów Lubelski,22.38352,50.65689
802032,Bytnica,15.16874,52.16325
418052,Choceń,19.02592,52.49956
418072,Fabianki,19.10163,52.70850
602123,Tarnogród,22.75080,50.33025
3007083,Opatówek,18.22249,51.73918
3263011,Świnoujście,14.32562,53.85039
1407063,Magnuszew,21.35181,51.77101
3022013,Bojanowo,16.76467,51.69314
2415092,Mszana,18.54823,49.98108
2661011,Kielce,20.60895,50.86098
3007093,Stawiszyn,18.12539,51.93117
1261011,Kraków,19.98507,50.05316
2807021,Lubawa,19.75212,53.50494
1606023,Namysłów,17.70187,51.07064
415092,Zławieś Wielka,18.36608,53.09776
206041,Szklarska Poręba,15.46261,50.81879
616011,Dęblin,21.87356,51.57176
1407053,Kozienice,21.51393,51.59946
1815033,Ropczyce,21.56892,50.02783
1817052,Sanok,22.20194,49.58633
603113,Siedliszcze,23.16447,51.19943
401021,Ciechocinek,18.79935,52.88449
620142,Zamość,23.20661,50.70582
1213023,Brzeszcze,19.15338,49.97413
609013,Bełżyce,22.25621,51.16620
620153,Zwierzyniec,22.99884,50.61212
664011,Zamość,23.25863,50.72081
609162,Zakrzew,22.56452,50.89664
201052,Osiecznica,15.41626,51.39119
614052,Końskowola,22.07471,51.40520
2814093,Olsztynek,20.30894,53.57032
2812011,Nowe Miasto Lubawskie,19.58507,53.42333
1207122,Tymbark,20.31240,49.73125
610012,Cyców,23.13970,51.30636
3214113,Suchań,15.34811,53.28366
3007032,Ceków-Kolonia,18.28980,51.87161
1005072,Łowicz,19.90512,52.09709
1201042,Lipnica Murowana,20.51121,49.84813
1202052,Gnojnik,20.61708,49.89289
1406012,Belsk Duży,20.81088,51.81067
3027033,Dobra,18.65424,51.89641
2812042,Kurzętnik,19.52437,53.39185
1012011,Radomsko,19.43969,51.07466
1401022,Promna,20.90692,51.69293
1806012,Cmolas,21.69891,50.31815
1806052,Raniżów,21.99217,50.27620
1807012,Chorkówka,21.65428,49.64173
1609092,Popielów,17.73473,50.84753
1205102,Uście Gorlickie,21.16081,49.49143
212033,Lwówek Śląski,15.59667,51.11755
206021,Kowary,15.84071,50.78087
204043,Wąsosz,16.71335,51.56742
203042,Kotla,16.04206,51.73975
2412042,Lyski,18.37467,50.12084
2408021,Mikołów,18.85684,50.19013
205011,Jawor,16.18641,51.06817
1810042,Łańcut,22.24989,50.03959
3008063,Rychtal,17.89943,51.15691
2402072,Kozy,19.14031,49.83414
2004053,Szczuczyn,22.28398,53.56665
3262011,Szczecin,14.61416,53.43179
3205083,Trzebiatów,15.28291,54.07163
612072,Wilków,21.88660,51.25019
262011,Legnica,16.16750,51.20171
203032,Jerzmanowa,16.04406,51.59441
3022053,Rawicz,16.88432,51.61197
224053,Ząbkowice Śląskie,16.82994,50.59657
216062,Radwanice,15.93595,51.55662
1434093,Radzymin,21.16158,52.43128
1603022,Bierawa,18.31659,50.28504
2407042,Herby,18.83130,50.74162
1414052,Pomiechówek,20.74464,52.49346
1217052,Poronin,20.02059,49.30860
1219043,Niepołomice,20.24316,50.03838
1426022,Korczew,22.62459,52.35650
2610053,Suchedniów,20.83813,51.04571
2014032,Rutki,22.43809,53.10896
2213062,Lubichowo,18.37041,53.82716
2817062,Szczytno,21.03393,53.54454
3206053,Mieszkowice,14.45508,52.78118
3206092,Widuchowa,14.45886,53.11832
2006053,Stawiski,22.15557,53.36520
1604013,Byczyna,18.21024,51.10640
1818011,Stalowa Wola,22.03028,50.56207
1819022,Frysztak,21.57037,49.84466
811043,Jasień,15.04825,51.75929
403012,Białe Błota,17.90656,53.08738
608072,Lubartów,22.58687,51.44004
217043,Strzelin,17.07097,50.76887
1419153,Wyszogród,20.16923,52.42349
1017022,Czarnożyły,18.55307,51.28359
1215052,Jordanów,19.82241,49.65848
2214023,Gniew,18.78911,53.80202
2606062,Sadowie,21.35377,50.84438
1415102,Rzekuń,21.63000,53.05150
1001072,Szczerców,19.12449,51.32676
603022,Białopole,23.78467,50.96945
810043,Iłowa,15.20334,51.50878
611052,Łuków,22.34424,51.94172
3022042,Pakosław,17.04519,51.60094
3215033,Biały Bór,16.82842,53.87906
3215062,Szczecinek,16.69121,53.74581
3217043,Tuczno,16.14798,53.22125
3218023,Łobez,15.64542,53.64785
1609073,Niemodlin,17.57983,50.65112
1804021,Radymno,22.82744,49.95426
1804052,Laszki,22.91606,50.02508
2010032,Dziadkowice,22.91867,52.56188
2010072,Nurzec-Stacja,23.13402,52.44273
3212022,Kozielice,14.79127,53.08870
3204062,Przybiernów,14.82550,53.74276
3019053,Miasteczko Krajeńskie,17.01894,53.10771
3209042,Manowo,16.34821,54.10213
1427062,Szczutowo,19.56966,52.92495
1216032,Lisia Góra,21.06670,50.09052
1420032,Baboszewo,20.27252,52.71178
1812012,Harasiuki,22.46183,50.50025
2012022,Filipów,22.62489,54.18254
2211031,Puck,18.42534,54.72896
1205052,Lipinki,21.30286,49.66128
1434123,Wołomin,21.26675,52.34792
1601011,Brzeg,17.46375,50.85825
2005092,Narewka,23.77261,52.84880
1817082,Zarszyn,22.01027,49.56251
2213031,Starogard Gdański,18.52266,53.96813
3011053,Śmigiel,16.55296,52.00999
3204023,Goleniów,14.80438,53.54536
3014033,Międzychód,15.91001,52.58988
3015043,Nowy Tomyśl,16.14901,52.30943
3020033,Dobrzyca,17.62863,51.85327
3209022,Biesiekierz,16.01952,54.13192
605022,Chrzanów,22.60632,50.77924
608042,Jeziorzany,22.26717,51.61986
602022,Aleksandrów,22.89115,50.46971
603042,Dorohusk,23.73611,51.15083
3216011,Świdwin,15.79464,53.77875
1409053,Sienno,21.48995,51.09269
406043,Radzyń Chełmiński,18.93585,53.37921
1005011,Łowicz,19.93934,52.10460
1005062,Kocierzew Południowy,20.01546,52.20306
1012132,Wielgomłyny,19.77969,51.01199
612042,Łaziska,21.84801,51.15334
1007062,Poświętne,20.35552,51.52647
3021172,Tarnowo Podgórne,16.68589,52.44214
3021103,Mosina,16.88690,52.23627
3004023,Gostyń,16.97528,51.89457
2604043,Chmielnik,20.72127,50.60971
2604062,Górno,20.81793,50.86201
1412142,Stanisławów,21.53454,52.28559
1424032,Pokrzywnica,21.04760,52.60130
1203013,Alwernia,19.54160,50.06391
1424043,Pułtusk,21.07547,52.72858
1419132,Stara Biała,19.65182,52.61703
1419112,Słubice,19.91793,52.39564
2209042,Malbork,19.03702,54.05270
1812042,Krzeszów,22.37451,50.38736
2604053,Daleszyce,20.80325,50.77899
203011,Głogów,16.05017,51.66930
2215021,Rumia,18.38313,54.56692
2209073,Nowy Staw,19.06537,54.13022
2262011,Gdynia,18.61733,54.52868
2215062,Linia,17.97920,54.45815
3202012,Bierzwnik,15.68838,53.06053
2816033,Pisz,21.78155,53.60870
3018042,Kobyla Góra,17.80745,51.36843
3018052,Kraszewice,18.24378,51.50852
2007032,Miastkowo,21.80713,53.14271
223032,Jordanów Śląski,16.85606,50.85720
218012,Kostomłoty,16.63675,51.05615
415042,Lubicz,18.76444,53.04695
2608052,Złota,20.56769,50.38478
2609011,Sandomierz,21.75117,50.68034
1202023,Brzesko,20.61254,49.97612
1203022,Babice,19.42364,50.06042
3024022,Duszniki,16.44673,52.44376
2613022,Krasocin,20.10793,50.89907
3026023,Dolsk,17.08629,51.99232
3027082,Turek,18.50214,52.01442
2804022,Godkowo,19.91480,54.07558
3028053,Skoki,17.18487,52.65720
2402022,Bestwina,19.06202,49.91233
2402043,Czechowice-Dziedzice,18.96678,49.89857
2807043,Kisielice,19.26573,53.59659
1609103,Prószków,17.87496,50.57345
604032,Horodło,23.99788,50.90093
803032,Przytoczna,15.67792,52.57948
610022,Ludwin,22.95405,51.37483
810021,Żagań,15.30549,51.60960
2401081,Sławków,19.35072,50.29175
602132,Tereszpol,22.88614,50.55207
808053,Świebodzin,15.54519,52.25378
1216022,Gromnik,20.93801,49.84222
1219012,Biskupice,20.14765,49.96168
1427052,Sierpc,19.66259,52.83454
2002082,Poświętne,22.82400,52.90625
2002123,Tykocin,22.75828,53.18965
1817042,Komańcza,22.09091,49.31854
2202052,Konarzyny,17.38985,53.87343
2205012,Chmielno,18.05323,54.31626
1012053,Kamieńsk,19.47102,51.22425
1019023,Szadek,18.96757,51.70956
2602033,Małogoszcz,20.24611,50.79452
2606043,Opatów,21.41894,50.79042
2415011,Pszów,18.38772,50.04282
2808053,Reszel,21.17953,54.02344
3010032,Kazimierz Biskupi,18.14966,52.30989
3011011,Kościan,16.64538,52.08428
3023042,Ostrowite,18.01221,52.38349
2802011,Braniewo,19.82023,54.37687
3027073,Tuliszków,18.32559,52.06172
2802062,Płoskinia,19.91544,54.26095
3028033,Gołańcz,17.29978,52.96183
2014042,Szumowo,22.09927,52.90431
2817032,Jedwabno,20.74238,53.52007
3002011,Czarnków,16.56054,52.89910
3019073,Ujście,16.71038,53.03315
225033,Bogatynia,14.93676,50.93015
1611022,Jemielnica,18.39353,50.57219
1801052,Lutowiska,22.67211,49.15179
2006011,Kolno,21.93361,53.40169
1819012,Czudec,21.80589,49.93929
2404042,Kamienica Polska,19.13986,50.67472
2813043,Olecko,22.48827,54.03564
618102,Telatyn,23.87124,50.53041
1004072,Świnice Warckie,18.94134,52.04777
1011012,Dalików,19.10126,51.88752
1014072,Klonowa,18.42105,51.42814
1210102,Łososina Dolna,20.62942,49.73718
2401021,Czeladź,19.07720,50.31446
2603033,Kazimierza Wielka,20.48061,50.24981
2604153,Pierzchnica,20.78521,50.68314
3216022,Brzeżno,15.80022,53.70085
1425052,Jedlińsk,21.11928,51.52316
1426102,Suchożebry,22.28776,52.26287
2819033,Węgorzewo,21.67291,54.21578
606032,Gorzków,22.98262,50.95096
661011,Biała Podlaska,23.14202,52.03001
662011,Chełm,23.48361,51.13239
807023,Lubniewice,15.22815,52.52301
2415021,Radlin,18.47085,50.04313
2812032,Grodziczno,19.75679,53.38699
1411062,Płoniawy-Bramura,21.07143,52.96846
1434072,Klembów,21.32688,52.41167
3019083,Wyrzysk,17.27281,53.15201
3208072,Ustronie Morskie,15.74871,54.18557
603072,Leśniowice,23.50512,50.99726
603082,Rejowiec Fabryczny,23.15498,51.13282
1020031,Zgierz,19.39665,51.85803
