TERYT Gmina,Nazwa Gminy,RODZAJ,Długość,Szerokość
611092,Trzebieszów,gmina,"741847,030119996","464726,497099651"
613043,Parczew,gmina,"769560,233360399","423590,746332804"
2204062,Pszczółki,gmina,"478820,635255596","701657,649708311"
2204052,Przywidz,gmina,"456232,338718058","704656,123326019"
2208011,Lębork,gmina,"419116,399185098","741992,150135304"
2208052,Wicko,gmina,"411857,528392414","761234,697145148"
1430053,Szydłowiec,gmina,"629063,655907621","375384,624730023"
1803023,Brzostek,gmina,"674519,195307725","228368,872539322"
1804021,Radymno,gmina,"774443,984597876","238907,007692512"
1804112,Wiązownica,gmina,"771629,079888324","256986,49540779"
1206123,Słomniki,gmina,"577509,5404518","265264,089778487"
1207092,Mszana Dolna,gmina,"580466,346939584","199226,240254631"
2063011,Suwałki,gmina,"756963,936150528","699986,938526342"
2014011,Zambrów,gmina,"717836,182262418","572906,935108484"
2062011,Łomża,gmina,"704337,385976485","594264,100679396"
403072,Sicienko,gmina,"420239,152409289","593908,554853486"
3015043,Nowy Tomyśl,gmina,"305707,878463839","497539,891135166"
205011,Jawor,gmina,"302937,350200418","359472,36041513"
1211112,Raba Wyżna,gmina,"563349,751626517","188408,744708423"
202033,Pieszyce,gmina,"327266,442198827","318232,139054384"
3002011,Czarnków,gmina,"335967,677636141","562073,29235055"
3214011,Stargard,gmina,"234581,562352413","613190,37374963"
3020013,Chocz,gmina,"424085,47794735","458435,473363326"
2263011,Słupsk,gmina,"372474,998278274","735233,91169196"
1411032,Karniewo,gmina,"633900,084431748","554797,370922436"
1404011,Gostynin,gmina,"531808,065457714","506195,029664831"
1405043,Grodzisk Mazowiecki,gmina,"610674,789117589","472359,281678724"
1406012,Belsk Duży,gmina,"624800,808064841","439807,474455732"
1810022,Białobrzegi,gmina,"739283,036744422","254698,642262067"
1211142,Szaflary,gmina,"571873,913385032","172580,600678967"
1212062,Trzyciąż,gmina,"556617,715796976","271069,480950692"
1213011,Oświęcim,gmina,"518204,700755117","240922,756545429"
411022,Bytoń,gmina,"474199,735845346","521753,264738658"
3214082,Marianowo,gmina,"251571,877024229","620163,049043305"
3214113,Suchań,gmina,"256651,901981208","608276,400014816"
618123,Tyszowce,gmina,"830017,313106679","316952,113932461"
620072,Nielisz,gmina,"785689,065726604","334391,086273861"
2213072,Osieczna,gmina,"447867,082531472","658156,585020707"
2213093,Skarszewy,gmina,"462425,58097255","689723,667408008"
1406113,Warka,gmina,"647723,271724567","438765,032582569"
1216103,Tuchów,gmina,"646788,480378969","226366,723072342"
1216013,Ciężkowice,gmina,"638871,335822622","214021,161494036"
208051,Polanica-Zdrój,gmina,"322488,902674754","284352,394205602"
412032,Rogowo,gmina,"527488,361249436","568131,421058645"
3216062,Świdwin,gmina,"285884,70260337","662081,109955469"
2215011,Reda,gmina,"457364,06579462","750588,733344711"
2215031,Wejherowo,gmina,"451333,482666456","749049,625932007"
2215021,Rumia,gmina,"460127,368864604","744959,929152971"
1413042,Radzanów,gmina,"575715,435884306","564765,290488772"
1436012,Kazanów,gmina,"669259,244895699","380771,036769507"
1436053,Zwoleń,gmina,"680044,166133679","390601,112989686"
1812042,Krzeszów,gmina,"739796,328215953","285467,152682954"
3217052,Wałcz,gmina,"328918,904496744","605723,844483499"
811082,Trzebiel,gmina,"211719,413507885","423123,260088533"
1062011,Piotrków Trybunalski,gmina,"549060,699770772","394489,234402162"
1415042,Goworowo,gmina,"670733,383528864","561848,079978144"
1415012,Baranowo,gmina,"650567,791074085","593654,433304518"
1415072,Łyse,gmina,"670806,329167765","614864,743576358"
1434102,Strachówka,gmina,"677966,424609526","507242,501930271"
1434021,Marki,gmina,"644467,878893592","498763,094059783"
1434011,Kobyłka,gmina,"649385,552845323","499141,160324869"
1434113,Tłuszcz,gmina,"667589,583562898","508966,924918524"
1814053,Kańczuga,gmina,"743692,627286125","237846,581689819"
1421011,Piastów,gmina,"626089,885428822","481520,520157373"
1607022,Kamiennik,gmina,"369428,29487638","301322,246152272"
1607082,Pakosławice,gmina,"380734,032021998","299143,402898388"
1820022,Gorzyce,gmina,"699891,232387602","313958,293811274"
1821052,Solina,gmina,"748106,531011326","169638,634831845"
2004032,Radziłów,gmina,"728736,682082837","623240,996370512"
2006032,Kolno,gmina,"695512,392026629","622226,81194992"
2006022,Grabowo,gmina,"710152,686457965","627960,797366385"
219083,Żarów,gmina,"326279,849504694","346154,732040256"
2403113,Strumień,gmina,"480741,51302022","224224,893536362"
2404063,Koniecpol,gmina,"549518,522245316","325996,986368971"
606052,Krasnystaw,gmina,"791846,374118594","356572,522297604"
808053,Świebodzin,gmina,"264275,99314862","493143,934144831"
808063,Zbąszynek,gmina,"281494,023209422","493075,549034364"
1010032,Gorzkowice,gmina,"543186,645780896","371357,186731326"
1010052,Łęki Szlacheckie,gmina,"553726,809362265","370606,308470859"
1010042,Grabica,gmina,"537367,689984555","401150,539193128"
1010102,Wola Krzysztoporska,gmina,"538733,834077234","388276,656157885"
1011052,Wartkowice,gmina,"499900,573923787","456620,933792152"
2404052,Kłomnice,gmina,"526939,340646741","337197,089337295"
2404152,Rędziny,gmina,"515808,07457629","334528,63291331"
3201011,Białogard,gmina,"302080,6583514","686541,169200276"
608011,Lubartów,gmina,"750616,076678824","405500,530683628"
608063,Kock,gmina,"736700,533830812","426273,573785955"
809063,Sulechów,gmina,"266927,377860333","475070,723219659"
1011043,Uniejów,gmina,"485637,711687592","459875,377268263"
1011022,Pęczniew,gmina,"482138,042488724","438223,385694216"
1424043,Pułtusk,gmina,"640106,084338251","542342,242044371"
1425033,Iłża,gmina,"656990,598752512","368808,55215928"
1611053,Strzelce Opolskie,gmina,"449254,009859134","296549,388993846"
1611012,Izbicko,gmina,"440907,95489464","300077,699527074"
609022,Borzechów,gmina,"729250,39625399","361065,313916661"
609013,Bełżyce,gmina,"727575,21721603","371646,303614521"
609033,Bychawa,gmina,"748396,494512149","353803,756870648"
609112,Niemce,gmina,"747492,554661545","392503,920420176"
810043,Iłowa,gmina,"236634,543136686","411524,65861201"
2201092,Trzebielino,gmina,"374656,505748792","705745,180092195"
1012132,Wielgomłyny,gmina,"554679,431298675","349750,950672549"
1013023,Biała Rawska,gmina,"601643,72626329","440059,81751909"
1426012,Domanice,gmina,"716338,856213417","468277,174430873"
1205011,Gorlice,gmina,"656456,935023165","201947,722116443"
1205052,Lipinki,gmina,"666138,881646663","201864,926206837"
1205082,Ropa,gmina,"649158,935344358","191975,904490542"
2201102,Tuchomie,gmina,"388867,366337301","694251,478856975"
1401042,Stara Błotnica,gmina,"638413,139408366","411749,800946386"
1402082,Regimin,gmina,"605271,57696126","566210,217048892"
1807052,Korczyna,gmina,"703813,465738743","212263,189265564"
262011,Legnica,gmina,"302183,228065831","374365,796745476"
202073,Niemcza,gmina,"346287,964626759","318748,386981614"
3209082,Świeszyno,gmina,"315851,238431996","695467,351059035"
615042,Kąkolewnica,gmina,"752135,747319096","454929,439893719"
616011,Dęblin,gmina,"699069,388193177","415607,21119399"
616062,Ułęż,gmina,"715876,251879399","419665,715884855"
1020043,Aleksandrów Łódzki,gmina,"517276,362212753","440431,509445546"
1021011,Brzeziny,gmina,"551484,467026294","437655,106295511"
1021022,Brzeziny,gmina,"550577,47429305","438722,766522806"
1210152,Rytro,gmina,"619577,431954697","180147,965039903"
617052,Trawniki,gmina,"778924,102079773","371816,038538279"
617042,Rybczewice,gmina,"770071,519089719","357773,025125574"
618032,Jarczów,gmina,"826832,525370914","296090,513681859"
1218102,Wieprz,gmina,"527366,04603293","227076,721285024"
211032,Rudna,gmina,"314773,438983329","409209,908322001"
415032,Czernikowo,gmina,"497677,123656818","560638,831673195"
415072,Obrowo,gmina,"489174,161163947","567360,155938409"
601082,Leśna Podlaska,gmina,"776053,149120315","481012,427244432"
601162,Terespol,gmina,"811976,121096054","476879,200223189"
801011,Kostrzyn nad Odrą,gmina,"204838,065382831","536595,348152128"
1416102,Wąsewo,gmina,"681716,123965451","557797,979147343"
1435053,Wyszków,gmina,"666485,291643714","527111,600015715"
1815052,Wielopole Skrzyńskie,gmina,"685967,658747011","234286,230058344"
2001052,Nowinka,gmina,"762752,874729999","683845,727447463"
2001072,Sztabin,gmina,"770798,350097969","658399,100974499"
417022,Dębowa Łąka,gmina,"504066,192127445","595915,136066622"
418022,Baruchowo,gmina,"519563,653175569","515275,899210275"
2462011,Bytom,gmina,"491297,714650425","277391,614091832"
801052,Lubiszyn,gmina,"229337,457251014","555708,301899076"
1005011,Łowicz,gmina,"564315,592837588","471355,476544298"
1005022,Bielawy,gmina,"544410,813177872","468336,630632078"
1005102,Zduny,gmina,"553549,812247859","478235,428859064"
1418023,Konstancin-Jeziorna,gmina,"647116,488663965","470875,496758473"
1419042,Bulkowo,gmina,"573453,425274742","522111,93496165"
1419063,Gąbin,gmina,"551876,046130159","505974,917048688"
1465011,Warszawa,gmina,"639815,19419355","486779,200623342"
2002032,Dobrzyniewo Duże,gmina,"767844,891926297","603893,987829753"
419043,Łabiszyn,gmina,"426003,721657003","566535,174475755"
419022,Gąsawa,gmina,"419097,645806423","544815,49074186"
2472011,Ruda Śląska,gmina,"490673,698175755","266575,273975064"
2476011,Świętochłowice,gmina,"493651,021865409","270154,747202078"
604011,Hrubieszów,gmina,"844163,848966466","338149,960441826"
604052,Mircze,gmina,"847041,404097137","319897,766177796"
803042,Pszczew,gmina,"281257,213209007","518235,345418783"
1603062,Reńska Wieś,gmina,"435588,704822991","273988,566681016"
1818011,Stalowa Wola,gmina,"714545,142901347","303828,977883519"
2002152,Zawady,gmina,"738585,395495496","595029,44798306"
2002143,Zabłudów,gmina,"790652,552162447","580689,902528509"
2004043,Rajgród,gmina,"741106,632116953","652146,725220971"
219021,Świebodzice,gmina,"312393,263873643","337240,560403604"
404062,Stolno,gmina,"471561,566115458","608375,530474598"
1420021,Raciąż,gmina,"575395,946254592","547113,679479277"
1016092,Tomaszów Mazowiecki,gmina,"570237,754008874","403881,436339972"
1007052,Paradyż,gmina,"576655,05524075","383054,245196634"
1403112,Sobolew,gmina,"685829,144452861","434724,632094155"
1403122,Trojanów,gmina,"691949,223043885","428927,466566392"
1602013,Baborów,gmina,"426967,929738718","253880,632182017"
2411082,Rudnik,gmina,"440883,446134016","254611,13790857"
1423032,Klwów,gmina,"613887,86638197","407793,780191143"
612063,Poniatowa,gmina,"716349,999219042","375991,154026015"
3217033,Mirosławiec,gmina,"309759,286321689","612080,617573927"
2212011,Ustka,gmina,"361731,72027461","747957,382971107"
3206063,Moryń,gmina,"190732,599543695","564362,902955705"
1016082,Rzeczyca,gmina,"590538,840891195","416622,201007304"
2013082,Sokoły,gmina,"750097,485410615","578172,960973376"
2203043,Debrzno,gmina,"381071,155422289","634513,357049555"
403083,Solec Kujawski,gmina,"449894,614366443","574681,15008735"
415092,Zławieś Wielka,gmina,"457570,323383858","581567,137009771"
3022042,Pakosław,gmina,"364658,263084919","416747,881693458"
224042,Stoszowice,gmina,"336126,367345782","306363,555362262"
3208011,Kołobrzeg,gmina,"277497,94334745","706772,604881976"
3205083,Trzebiatów,gmina,"256890,432929459","696080,901014098"
1403082,Miastków Kościelny,gmina,"694410,259608125","451025,439943286"
2411022,Kornowac,gmina,"451444,29246118","245385,887307394"
2411062,Nędza,gmina,"451117,229999779","254558,299863222"
2415092,Mszana,gmina,"467619,586174605","234962,324167018"
3013022,Lipno,gmina,"332561,162362962","452943,292330258"
2408042,Ornontowice,gmina,"482494,957516632","257378,630846072"
2414042,Bojszowy,gmina,"505986,853545038","242557,744965177"
2477011,Tychy,gmina,"500188,187192238","250649,531695808"
222013,Brzeg Dolny,gmina,"341370,636266527","382502,262874935"
801032,Deszczno,gmina,"249318,224322665","538560,677720273"
3010142,Wilczyn,gmina,"444400,654531489","510797,651669206"
409022,Jeziora Wielkie,gmina,"448840,248089852","519187,749627876"
2201063,Miastko,gmina,"368990,495240189","688308,171207644"
2215092,Szemud,gmina,"450907,257290866","734189,23594937"
1804102,Roźwienica,gmina,"756498,979056081","234365,775422533"
2801032,Bartoszyce,gmina,"617143,375048622","710426,073355113"
1813062,Medyka,gmina,"781407,225653164","222916,380544354"
1813082,Przemyśl,gmina,"769296,070560788","218694,473964224"
2012092,Wiżajny,gmina,"750656,982068798","726545,311233697"
2007022,Łomża,gmina,"707520,143244564","589219,366391782"
206031,Piechowice,gmina,"259264,160090604","334962,641004611"
209052,Legnickie Pole,gmina,"307346,461076772","368324,359744682"
210062,Platerówka,gmina,"232656,413958715","362161,39227505"
3028042,Mieścisko,gmina,"388061,329500498","541824,561471165"
216043,Polkowice,gmina,"297239,606455034","407757,006887474"
216053,Przemków,gmina,"279553,16662965","410859,260172101"
208092,Lewin Kłodzki,gmina,"308277,343983004","286259,887543626"
619082,Wyryki,gmina,"801143,918168579","419949,289018495"
1605032,Strzeleczki,gmina,"417520,121225551","288885,257423952"
208063,Bystrzyca Kłodzka,gmina,"331456,888666873","271931,846411697"
802032,Bytnica,gmina,"238068,012380061","484383,254864221"
224073,Złoty Stok,gmina,"346923,960569776","288949,381164469"
1607063,Otmuchów,gmina,"370351,893164822","288825,69393935"
663011,Lublin,gmina,"748243,297383133","379235,032113425"
1607013,Głuchołazy,gmina,"384222,285801154","275992,341077887"
2215042,Choczewo,gmina,"425407,835230902","766058,300358418"
2211031,Puck,gmina,"463003,458314597","762961,823988043"
1610023,Głogówek,gmina,"419314,112755966","275551,220032904"
1809032,Horyniec-Zdrój,gmina,"813018,025470056","272069,873890227"
1205102,Uście Gorlickie,gmina,"656434,935712648","182685,272216168"
1609042,Komprachcice,gmina,"415831,44098261","307494,152709732"
1609123,Tułowice,gmina,"407995,941765953","303566,614068118"
1203013,Alwernia,gmina,"538752,571662913","244211,779564363"
810011,Gozdnica,gmina,"227864,996870906","405851,871264957"
2202023,Brusy,gmina,"413006,368958654","671887,99399595"
2813032,Kowale Oleckie,gmina,"717690,275857248","703123,60375847"
3025022,Krzykosy,gmina,"387287,881481806","475271,843402718"
3203063,Złocieniec,gmina,"303049,097455325","636963,591615643"
2604133,Nowa Słupia,gmina,"645954,01088048","335848,498853243"
205052,Paszowice,gmina,"298827,206725309","351737,712687146"
1005092,Nieborów,gmina,"572635,238317558","468642,420103055"
2007072,Śniadowo,gmina,"698667,467074814","581072,943198507"
2467011,Jastrzębie-Zdrój,gmina,"472307,015933626","232044,781546292"
2403122,Zebrzydowice,gmina,"472152,376976658","222020,370544681"
2403011,Cieszyn,gmina,"474710,41511124","210033,004969063"
1211042,Czorsztyn,gmina,"595012,59726891","176469,420536809"
2605022,Gowarczów,gmina,"601038,711067662","380409,870271096"
2604082,Łopuszno,gmina,"588228,873453797","342110,737325841"
2606032,Lipnik,gmina,"675530,955593108","321578,428556101"
2607043,Ćmielów,gmina,"677960,653495677","340887,183309364"
2611022,Brody,gmina,"656115,258816299","354981,815064972"
2611042,Pawłów,gmina,"646208,376624268","345282,325341411"
3003042,Kiszkowo,gmina,"384440,369172641","525393,378218361"
3007072,Mycielin,gmina,"447654,528213429","454883,844138768"
3008042,Łęka Opatowska,gmina,"438429,579303108","372316,376573822"
3006043,Żerków,gmina,"404388,013411835","468174,046857501"
3004063,Pogorzela,gmina,"379700,542348053","439912,311023472"
3010022,Grodziec,gmina,"433878,68420967","463811,888880082"
3012023,Kobylin,gmina,"378582,951641801","430835,143728926"
2405032,Gierałtowice,gmina,"482209,943581949","262368,734145232"
2407072,Pawonków,gmina,"469784,126602205","311713,490674888"
2407011,Lubliniec,gmina,"478624,986686551","307491,708359898"
2407032,Ciasna,gmina,"473324,021349846","323881,978390864"
2412032,Jejkowice,gmina,"462245,1579543","248770,51294906"
2413011,Kalety,gmina,"494691,81697631","298871,076390734"
2417022,Czernichów,gmina,"513798,521622807","212411,659936739"
2416011,Poręba,gmina,"523565,95954677","291152,776220597"
2417082,Łodygowice,gmina,"510940,235971423","206251,618134989"
2417092,Milówka,gmina,"503971,954552021","187989,775538102"
2417132,Świnna,gmina,"520104,455322918","199372,937176624"
2417052,Koszarawa,gmina,"531019,968059487","198187,901124648"
2417072,Łękawica,gmina,"521407,211028448","209290,631806701"
1432053,Łomianki,gmina,"627323,944328523","499848,470379704"
1806062,Dzikowiec,gmina,"706049,555622833","277134,442641109"
1806032,Majdan Królewski,gmina,"697132,808626037","284247,471817262"
1805042,Jasło,gmina,"678825,398019532","210913,484057315"
407022,Dąbrowa Biskupia,gmina,"465514,71855027","546058,137678584"
613062,Siemień,gmina,"760568,730969942","424111,067750517"
614011,Puławy,gmina,"706847,1366748","399635,318315012"
615032,Czemierniki,gmina,"751912,342562685","428943,754952406"
2206011,Kościerzyna,gmina,"433676,365510214","695520,708212565"
1401032,Radzanów,gmina,"628106,329270166","411498,265854066"
1401013,Białobrzegi,gmina,"636606,920751672","420010,023244482"
1401022,Promna,gmina,"631758,273898152","426888,68701948"
2014042,Szumowo,gmina,"708364,802094621","564362,775723628"
1609012,Chrząstowice,gmina,"435612,698323815","309944,098871951"
2203032,Człuchów,gmina,"390564,281469139","646465,639445879"
2807021,Lubawa,gmina,"549868,518063113","626927,495178041"
3021152,Suchy Las,gmina,"356199,704924267","520726,335317429"
2605062,Słupia Konecka,gmina,"578928,0457151","351139,80655075"
1017102,Wierzchlas,gmina,"480447,945779851","367352,751950233"
1416043,Brok,gmina,"690708,718966485","542217,950869363"
3205072,Rewal,gmina,"241403,753346265","697826,984443462"
2612012,Bogoria,gmina,"660660,715078362","312238,140942573"
2402011,Szczyrk,gmina,"500584,973165471","203547,291101505"
608053,Kamionka,gmina,"739486,885495523","404074,503321919"
3212033,Lipiany,gmina,"230046,981839092","581713,627797935"
1213043,Kęty,gmina,"517266,934666574","225759,78149308"
1416052,Małkinia Górna,gmina,"703182,47210336","541693,68749366"
2607053,Kunów,gmina,"661842,292653193","348415,532595157"
2805022,Ełk,gmina,"719784,199756107","667244,173201452"
2613032,Moskorzew,gmina,"566300,582530114","310446,900271426"
2809032,Lidzbark Warmiński,gmina,"599025,368119856","696495,461090606"
2806042,Giżycko,gmina,"679490,604911455","689331,484734197"
2806083,Ryn,gmina,"668822,734734497","678013,310666643"
2814052,Gietrzwałd,gmina,"582319,114802703","652416,305328595"
2813043,Olecko,gmina,"728343,962459453","691311,380540987"
2814023,Biskupiec,gmina,"629313,53802237","667995,635000366"
2813052,Świętajno,gmina,"715763,161128937","688952,172697741"
2815022,Dąbrówno,gmina,"569039,901285806","621369,076097963"
2817043,Pasym,gmina,"619429,469273524","643804,865714879"
2814112,Stawiguda,gmina,"594955,884530215","644703,170121706"
2861011,Elbląg,gmina,"528651,43054071","702997,826393608"
2803032,Iłowo-Osada,gmina,"586715,449773154","592177,749336035"
3016013,Oborniki,gmina,"348465,046948788","534362,497473866"
3015012,Kuślin,gmina,"317391,025018217","504400,551184179"
3016032,Ryczywół,gmina,"352977,255074724","549888,679707357"
3013052,Święciechowa,gmina,"326269,481127195","443633,986747454"
3018042,Kobyla Góra,gmina,"417010,010408305","389762,298573022"
3024022,Duszniki,gmina,"326525,365846191","511717,36270868"
3024053,Ostroróg,gmina,"326248,530950195","532135,014382981"
3024032,Kaźmierz,gmina,"333501,059744165","518030,856752649"
3026043,Śrem,gmina,"363860,879221368","471295,217032076"
3023072,Strzałkowo,gmina,"417671,406936183","495963,411443168"
3027042,Kawęczyn,gmina,"466509,466349848","447877,459559703"
3028033,Gołańcz,gmina,"385837,413668681","567612,629126079"
3030033,Nekla,gmina,"393070,487889029","498960,93553437"
1802013,Brzozów,gmina,"718714,828519149","206842,408190226"
1206063,Krzeszowice,gmina,"544102,923431116","252359,937661973"
1206103,Skała,gmina,"562169,789350791","262118,932569081"
1206113,Skawina,gmina,"555799,026599626","231526,840971707"
402032,Brodnica,gmina,"527328,173347086","597030,51061576"
3205032,Karnice,gmina,"243294,45304525","691630,322344672"
2204082,Trąbki Wielkie,gmina,"467758,573571604","700106,089538121"
2204042,Pruszcz Gdański,gmina,"477775,60784979","711689,5206613"
1016112,Żelechlinek,gmina,"572612,264057426","428180,396907411"
1016011,Tomaszów Mazowiecki,gmina,"570760,43660492","406844,407045382"
1016102,Ujazd,gmina,"562979,80010118","416168,890477739"
1804092,Rokietnica,gmina,"760386,246983342","230639,240637229"
1206162,Zabierzów,gmina,"554534,452413165","250483,583451797"
2014022,Kołaki Kościelne,gmina,"725297,220707457","578413,562697493"
402102,Zbiczno,gmina,"525894,323181052","609355,483634715"
403012,Białe Błota,gmina,"426793,214636214","580782,397012267"
205032,Męcinka,gmina,"294437,936617998","359162,351206767"
3020052,Gołuchów,gmina,"426546,688146345","441045,558774284"
2806062,Miłki,gmina,"686720,030610072","677434,996571639"
202021,Dzierżoniów,gmina,"334160,331193146","320881,675592211"
1215063,Maków Podhalański,gmina,"549722,798948035","204968,796497631"
1215092,Zembrzyce,gmina,"540520,987603422","212746,771337521"
1216082,Skrzyszów,gmina,"650744,369113867","237887,774115896"
410042,Sadki,gmina,"395052,387474944","589822,066101583"
3215043,Borne Sulinowo,gmina,"335175,258612208","639378,298170909"
3217023,Człopa,gmina,"309526,171557003","584932,135647445"
2216022,Mikołajki Pomorskie,gmina,"512902,775726067","665399,203398866"
2216013,Dzierzgoń,gmina,"520438,684663058","676337,517240539"
2216053,Sztum,gmina,"500757,715033292","673684,937160113"
1413072,Szreńsk,gmina,"576658,330878609","572995,994585894"
1436032,Przyłęk,gmina,"692034,641651554","388568,256248786"
1408052,Wieliszew,gmina,"627850,144435519","511273,186237289"
1409012,Chotcza,gmina,"690705,969784338","378703,370338661"
1811102,Wadowice Górne,gmina,"660444,329973696","269197,026625628"
1812053,Nisko,gmina,"722775,365123022","295156,871606854"
1812063,Rudnik nad Sanem,gmina,"729757,571324487","290965,916215083"
1216112,Wierzchosławice,gmina,"631819,97847262","241607,227303651"
210053,Olszyna,gmina,"245073,803799392","360835,134936402"
414012,Bukowiec,gmina,"450043,735853706","617925,951079437"
414063,Nowe,gmina,"479498,896052457","641929,869762512"
3218043,Resko,gmina,"265809,8455365","662450,855682515"
601011,Międzyrzec Podlaski,gmina,"759712,086872863","463931,752339724"
601062,Kodeń,gmina,"814992,172091966","461089,433078195"
1001083,Zelów,gmina,"514252,517315767","398797,364967829"
1415052,Kadzidło,gmina,"662485,722075899","601001,920648862"
1434041,Zielonka,gmina,"654391,669854097","493629,125314223"
1814042,Jawornik Polski,gmina,"737481,600700626","232539,208789669"
1814073,Sieniawa,gmina,"761288,25024576","263977,345484461"
1606032,Pokój,gmina,"420860,079611488","340044,677109657"
1606042,Świerczów,gmina,"413272,38911561","345113,018132577"
1862011,Przemyśl,gmina,"771812,39042444","219425,680379333"
2005011,Hajnówka,gmina,"808313,346978342","550884,71098088"
2005082,Narew,gmina,"802687,220740311","569862,408837149"
606102,Siennica Różana,gmina,"804634,979753249","358143,380366753"
607092,Wilkołaz,gmina,"732644,601230102","353251,205901875"
1010113,Wolbórz,gmina,"558591,809860918","402656,008184248"
1010012,Aleksandrów,gmina,"567653,622835525","378565,710389699"
1423082,Wieniawa,gmina,"624299,293361418","390776,879172985"
1608062,Rudniki,gmina,"472400,931295259","351129,899179635"
1608072,Zębowice,gmina,"451948,224320101","323239,739243574"
1202042,Dębno,gmina,"623074,752010671","232328,149080486"
1201063,Nowy Wiśnicz,gmina,"605470,341479673","227006,009005378"
1201052,Łapanów,gmina,"593748,224549365","222642,087884358"
2404022,Dąbrowa Zielona,gmina,"539613,815188095","331856,287543351"
608042,Jeziorzany,gmina,"726091,300294402","422098,277416659"
608032,Firlej,gmina,"741533,467810635","416737,379900402"
608103,Ostrów Lubelski,gmina,"766262,04469669","406508,471071028"
608122,Serniki,gmina,"758752,975706754","403143,744089245"
809053,Nowogród Bobrzański,gmina,"243586,639234104","445037,756128038"
810082,Wymiarki,gmina,"227782,489194578","413265,78402267"
1012072,Kodrąb,gmina,"543022,906837711","359409,29132947"
1424072,Zatory,gmina,"648435,320675319","531021,144838866"
1425052,Jedlińsk,gmina,"646976,960763046","408418,152535288"
1609112,Tarnów Opolski,gmina,"432894,671612221","302439,852704963"
2010062,Milejczyce,gmina,"780660,334790078","526074,973054492"
2010023,Drohiczyn,gmina,"747275,804178034","516621,114636028"
2010042,Grodzisk,gmina,"754180,703718069","532127,82050511"
3202053,Pełczyce,gmina,"254157,268902327","581092,258962398"
608132,Uścimów,gmina,"773477,459971707","408469,468599281"
609072,Jastków,gmina,"737182,200105315","386731,352544925"
609132,Wojciechów,gmina,"726319,333456885","379381,030520434"
2201012,Borzytuchom,gmina,"393364,304929686","705657,213060677"
2201023,Bytów,gmina,"401360,670122859","701042,249669356"
1012142,Żytno,gmina,"548549,054145152","339672,864863074"
1014011,Sieradz,gmina,"482074,180259786","414608,79639407"
1426062,Paprotnia,gmina,"734813,466908908","497071,698491772"
1426112,Wiśniew,gmina,"725392,582769567","471508,102729928"
1426092,Skórzec,gmina,"713146,356581394","475453,437383313"
1426102,Suchożebry,gmina,"724284,277033521","493629,380845342"
1426132,Zbuczyn,gmina,"739270,674038386","474463,55517334"
1204073,Szczucin,gmina,"650100,587633701","272222,841140447"
1205072,Moszczenica,gmina,"650002,219070609","209671,549751743"
2010092,Siemiatycze,gmina,"761923,034943232","516775,525210684"
2011013,Dąbrowa Białostocka,gmina,"785151,571872788","650184,448188291"
2011022,Janów,gmina,"784090,217900716","629298,593536143"
3204052,Osina,gmina,"235463,738111732","646978,01469706"
609142,Wólka,gmina,"757387,397014071","386146,164744953"
611011,Łuków,gmina,"732353,152705807","456823,58742892"
611042,Krzywda,gmina,"715447,16555709","440794,986857044"
1015052,Lipce Reymontowskie,gmina,"564802,177140179","449049,780460712"
1427011,Sierpc,gmina,"544905,270442901","554440,851250118"
1427062,Szczutowo,gmina,"538282,046467641","562314,031926276"
1429032,Ceranów,gmina,"717882,335901128","536470,292904564"
1208042,Książ Wielki,gmina,"581614,395949274","286485,34085051"
1263011,Tarnów,gmina,"641303,263201018","241550,436094521"
415011,Chełmża,gmina,"473808,824433537","591471,497968021"
416012,Cekcyn,gmina,"436885,427013197","634972,736654108"
416042,Lubiewo,gmina,"432824,762841269","622772,746651045"
1004022,Daszyna,gmina,"510306,65973476","477189,321862022"
1417052,Kołbiel,gmina,"670686,110890845","469024,211072813"
1417072,Sobienie-Jeziory,gmina,"659579,801895728","454500,655939391"
1814062,Przeworsk,gmina,"749349,13904241","249821,485187464"
1815022,Ostrów,gmina,"686481,168838228","255775,563298396"
1219053,Wieliczka,gmina,"576273,546534401","234482,388493227"
2001032,Bargłów Kościelny,gmina,"751332,612047178","660439,560481879"
218012,Kostomłoty,gmina,"334428,182392393","357028,570480384"
218032,Miękinia,gmina,"344714,23726572","371575,778064539"
218043,Środa Śląska,gmina,"332390,13300831","369023,890000106"
214023,Bierutów,gmina,"395880,50381849","363818,311158373"
214042,Dziadowa Kłoda,gmina,"407837,196599787","372737,01955878"
214053,Międzybórz,gmina,"405436,623646379","391537,788111857"
418032,Boniewo,gmina,"492521,179406586","510515,514232494"
602042,Biszcza,gmina,"757669,893428384","289828,572462184"
602102,Obsza,gmina,"783429,275163937","281406,823448197"
801073,Witnica,gmina,"221368,846342619","542849,94791922"
1005032,Chąśno,gmina,"562467,674989344","481202,747507585"
1005072,Łowicz,gmina,"561983,107655646","470490,097047275"
1438042,Radziejowice,gmina,"605548,191239916","462301,86023342"
1816072,Hyżne,gmina,"729062,315646275","231939,182452701"
1816113,Sokołów Małopolski,gmina,"723210,367553428","267511,086119434"
2207032,Kwidzyn,gmina,"497531,883306656","655150,273855015"
215033,Jelcz-Laskowice,gmina,"387978,780752574","352914,102055311"
419033,Janowiec Wielkopolski,gmina,"400268,831378749","545435,775878595"
419063,Żnin,gmina,"412643,452086831","555438,925628149"
2466011,Gliwice,gmina,"475336,950839457","270284,841733604"
