TERYT Gmina,Nazwa Gminy,RODZAJ,Długość,Szerokość
3019033,Kaczory,gmina,"359254,794242389","585820,932560648"
1412112,Mińsk Mazowiecki,gmina,"675966,488032067","481668,145978712"
405052,Radomin,gmina,"511364,225281737","580823,801928263"
1403042,Garwolin,gmina,"675983,775048052","450167,135818436"
1403052,Górzno,gmina,"687077,805087595","446313,202622976"
3022053,Rawicz,gmina,"353559,01720442","418285,342999206"
223062,Mietków,gmina,"335357,611601641","347236,752969176"
223043,Kąty Wrocławskie,gmina,"347057,211459721","354661,307773087"
3208072,Ustronie Morskie,gmina,"287927,19838026","707249,209529721"
3013072,Włoszakowice,gmina,"319726,97252134","454337,999705386"
2205023,Kartuzy,gmina,"442877,012991977","721905,249304947"
2205062,Stężyca,gmina,"433893,947923037","707695,684147787"
2410053,Pszczyna,gmina,"493924,42604533","235749,679942014"
2414011,Bieruń,gmina,"509364,99967602","245855,491555625"
2414052,Chełm Śląski,gmina,"514195,273900366","248659,933214519"
1433053,Łochów,gmina,"684166,627618557","524438,726675851"
408022,Bobrowniki,gmina,"500052,284539845","546166,037423055"
807012,Krzeszyce,gmina,"233603,981367014","531302,609631761"
611032,Adamów,gmina,"721751,505029371","432615,803266625"
1014113,Złoczew,gmina,"473111,792081426","393732,625125632"
1015042,Kowiesy,gmina,"597473,063020475","448753,795330315"
1015072,Nowy Kawęczyn,gmina,"585967,404142707","447378,144979589"
1426122,Wodynie,gmina,"704198,189579493","467758,671855682"
2262011,Gdynia,gmina,"475236,855485995","740602,606734314"
2203052,Koczała,gmina,"375793,101437639","673857,056296228"
1219032,Kłaj,gmina,"593171,143896487","238642,968461239"
1428072,Sochaczew,gmina,"586646,540292566","485074,556150117"
2007032,Miastkowo,gmina,"687689,711082978","590058,275113232"
1430022,Jastrząb,gmina,"636763,885342544","376818,61715152"
1804042,Jarosław,gmina,"765078,453995107","248296,898902306"
2011062,Nowy Dwór,gmina,"798619,769617134","652648,789277846"
2002073,Michałowo,gmina,"814486,843572185","581451,729340497"
2011102,Szudziałowo,gmina,"807540,315211831","612871,303746243"
2005073,Kleszczele,gmina,"793342,25649938","532920,119999451"
1801032,Czarna,gmina,"762176,84653287","166204,741570395"
2009022,Giby,gmina,"783638,445285349","689521,070970242"
2805032,Kalinowo,gmina,"739494,718961194","671461,174763431"
225052,Sulików,gmina,"225943,330548244","362251,14557499"
209082,Ruja,gmina,"318148,442706646","370451,556012423"
2206042,Kościerzyna,gmina,"432899,798858773","693694,139461407"
208123,Radków,gmina,"318642,852727547","296227,049118783"
208031,Kudowa-Zdrój,gmina,"305451,884146019","290600,120362303"
3028072,Wągrowiec,gmina,"378947,211202048","552977,359794172"
216013,Chocianów,gmina,"288709,138061304","397734,708026236"
1421052,Nadarzyn,gmina,"622994,699105037","468523,811822822"
208083,Lądek-Zdrój,gmina,"346184,327547965","277984,34214631"
2211062,Krokowa,gmina,"442789,379215433","769020,300612997"
2211072,Puck,gmina,"458258,815547445","760388,273963985"
664011,Zamość,gmina,"800470,765114797","325743,012166998"
3006013,Jaraczewo,gmina,"385985,757619657","455618,579203585"
2061011,Białystok,gmina,"778095,505617509","593292,031297528"
1609103,Prószków,gmina,"420357,616573108","301314,27475726"
1816122,Świlcza,gmina,"704623,221288148","251164,92763459"
1063011,Skierniewice,gmina,"579397,207466519","455440,683336808"
3006023,Jarocin,gmina,"397297,065955672","456682,211139265"
1815012,Iwierzyce,gmina,"696982,87716614","242359,033614074"
3011011,Kościan,gmina,"338717,175905018","471295,288758303"
3011032,Kościan,gmina,"340900,038580835","470393,183852847"
2413082,Tworóg,gmina,"481220,878462524","295664,357331142"
2604153,Pierzchnica,gmina,"626077,948579122","314424,998949903"
1017012,Biała,gmina,"460242,904185712","377784,054446551"
1803072,Żyraków,gmina,"670646,626924099","252517,147468216"
1206143,Świątniki Górne,gmina,"568820,245852789","230967,025550241"
1207072,Limanowa,gmina,"603795,062611342","205837,779802821"
403032,Dobrcz,gmina,"442935,137022364","600446,681741456"
405011,Golub-Dobrzyń,gmina,"503830,84456376","582885,438390184"
1604013,Byczyna,gmina,"444728,799316556","360254,581972631"
3005043,Rakoniewice,gmina,"309988,535872436","482164,550688471"
1604043,Wołczyn,gmina,"432745,603329667","353217,332362316"
2202011,Chojnice,gmina,"405456,354166516","649286,148464555"
203022,Głogów,gmina,"302072,536667015","426595,256024622"
2417142,Ujsoły,gmina,"511570,027474144","177540,402553505"
1215082,Zawoja,gmina,"540659,173593869","196853,749109402"
1211082,Łapsze Niżne,gmina,"589676,932012769","170543,313196852"
2602023,Jędrzejów,gmina,"592410,58563887","309773,624284532"
2603033,Kazimierza Wielka,gmina,"605524,701612922","265782,696112073"
2605072,Smyków,gmina,"598329,062081218","357167,908981615"
2607011,Ostrowiec Świętokrzyski,gmina,"668467,055649681","344879,37621033"
2606062,Sadowie,gmina,"665653,814930767","333469,346650078"
2610032,Łączna,gmina,"625121,491718531","348649,661226157"
3006032,Kotlin,gmina,"406548,342509963","453713,659716205"
3003011,Gniezno,gmina,"405160,483243813","518918,101530202"
3010043,Kleczew,gmina,"441491,188371023","504223,261168538"
3008052,Perzów,gmina,"416157,268148559","376509,994815238"
3008033,Kępno,gmina,"431442,961201467","384561,618400103"
3005012,Granowo,gmina,"332384,895574251","488072,657147454"
2407062,Koszęcin,gmina,"488407,762551615","306541,472865479"
2406092,Wręczyca Wielka,gmina,"491496,120430111","330238,958513678"
2408021,Mikołów,gmina,"489784,800371769","258111,45758948"
2405073,Toszek,gmina,"465136,629112335","286784,475589847"
2413062,Ożarowice,gmina,"503973,705810955","289677,050774766"
2416053,Łazy,gmina,"527686,010221929","283503,81384896"
2417152,Węgierska Górka,gmina,"511205,986399879","190322,298129662"
2416042,Kroczyce,gmina,"542601,491885986","299966,965997124"
1432022,Izabelin,gmina,"621717,962480105","495609,494198751"
1432063,Ożarów Mazowiecki,gmina,"620434,765402289","484941,830316891"
1433042,Liw,gmina,"704533,828934964","506728,265973274"
1805022,Brzyska,gmina,"670892,740260263","219903,998513806"
1805053,Kołaczyce,gmina,"678745,535050666","218460,296661733"
1208072,Słaboszów,gmina,"587919,157620779","280208,608347817"
406052,Rogóźno,gmina,"495524,476987979","632157,344573731"
2206032,Karsin,gmina,"428787,675743213","674143,222798477"
1019011,Zduńska Wola,gmina,"496937,035121454","413969,580967409"
1661011,Opole,gmina,"423563,169299448","313042,852551574"
2203062,Przechlewo,gmina,"384558,407074685","662810,787069522"
3010052,Kramsk,gmina,"459713,28467689","488506,192677451"
3010112,Stare Miasto,gmina,"447086,632282883","476381,710941771"
2416063,Ogrodzieniec,gmina,"538971,294172027","287411,390383054"
2413031,Radzionków,gmina,"493040,01981636","281720,921655504"
2201032,Czarna Dąbrówka,gmina,"407543,517740626","720213,957098679"
1420043,Czerwińsk nad Wisłą,gmina,"591990,223828678","508169,211432046"
2408011,Łaziska Górne,gmina,"489411,67079207","252996,18365432"
861011,Gorzów Wielkopolski,gmina,"244843,352491142","547345,146227558"
801062,Santok,gmina,"259734,310896673","548298,962718521"
1407022,Głowaczów,gmina,"660709,534449941","419252,109235883"
2201052,Lipnica,gmina,"393006,284581167","681873,653078142"
407063,Kruszwica,gmina,"457134,227593824","531489,673567885"
1816063,Głogów Małopolski,gmina,"711712,742806233","260254,07979912"
3007053,Koźminek,gmina,"454412,000221044","436016,853095876"
1807072,Miejsce Piastowe,gmina,"700578,107740918","199924,542550322"
1807062,Krościenko Wyżne,gmina,"704029,155118036","204947,310506687"
1213052,Osiek,gmina,"520814,48632684","230829,016278085"
1415102,Rzekuń,gmina,"676213,808809049","579466,719404399"
1813042,Krasiczyn,gmina,"761324,72132344","214921,8785655"
1813102,Żurawica,gmina,"771826,71828606","226145,044639873"
2610022,Bliżyn,gmina,"620075,265782901","360026,728782291"
2804093,Tolkmicko,gmina,"532053,483532697","715285,009164312"
2804042,Markusy,gmina,"526363,359444302","686992,705735293"
2813062,Wieliczki,gmina,"736035,384951297","684512,676450319"
2812052,Nowe Miasto Lubawskie,gmina,"538321,935320433","622298,13298302"
2814033,Dobre Miasto,gmina,"593317,658356545","681257,402138588"
2810032,Mrągowo,gmina,"653031,091612079","671907,737824929"
2810023,Mikołajki,gmina,"670130,868764443","664307,511831989"
2815083,Morąg,gmina,"560834,181139092","672761,656404242"
2815052,Małdyty,gmina,"547994,937811578","671195,809118838"
2817022,Dźwierzuty,gmina,"632350,420166088","651030,04952574"
2817032,Jedwabno,gmina,"615482,59277602","629755,912087261"
2817011,Szczytno,gmina,"632130,209640869","634980,076405178"
3002083,Wieleń,gmina,"314150,576189202","561895,293216012"
3017042,Ostrów Wielkopolski,gmina,"416096,212738052","424814,82376974"
3018052,Kraszewice,gmina,"447533,701889541","404935,01760221"
3018063,Mikstat,gmina,"429646,322613226","407516,262812614"
3021143,Stęszew,gmina,"340921,598295027","491145,523150447"
3021011,Luboń,gmina,"355475,276398408","499146,593366754"
3024083,Wronki,gmina,"315199,484098832","543112,307558874"
3021033,Buk,gmina,"332711,198616925","500731,870229436"
3024011,Obrzycko,gmina,"333076,680116056","540224,596255691"
3023042,Ostrowite,gmina,"432789,64710814","502407,356936962"
3023062,Słupca,gmina,"427461,117818467","491917,234288384"
3027082,Turek,gmina,"465842,592218298","461028,055481157"
3023011,Słupca,gmina,"423096,287500347","492338,85325191"
3027022,Brudzew,gmina,"473513,552765557","469000,692613633"
3026033,Książ Wielkopolski,gmina,"377794,892913605","466112,126765779"
3023022,Lądek,gmina,"424471,778152734","483625,455918584"
1601011,Brzeg,gmina,"391909,474470258","333495,574179004"
1206012,Czernichów,gmina,"547218,607018589","238880,671295309"
1206052,Kocmyrzów-Luborzyca,gmina,"579476,55163367","254612,651924998"
1206092,Mogilany,gmina,"564164,67637452","231283,660123065"
2012012,Bakałarzewo,gmina,"741929,551848955","697964,970337211"
2012042,Przerośl,gmina,"741829,959791129","714737,36730145"
401062,Koneck,gmina,"481316,853426332","547199,220002957"
402092,Świedziebnia,gmina,"538045,64341816","585564,367133466"
402082,Osiek,gmina,"526820,181191543","587631,400986703"
612042,Łaziska,gmina,"699107,139289388","369029,693338453"
2205052,Somonino,gmina,"448411,148790524","709946,339769149"
2213082,Osiek,gmina,"463107,987433815","651090,540438162"
1410032,Olszanka,gmina,"750452,19727323","482087,919012425"
1411022,Czerwonka,gmina,"648442,292395136","561337,840844098"
1404032,Pacyna,gmina,"548410,934085768","492856,597952826"
1405062,Żabia Wola,gmina,"615006,12021296","461213,970480976"
1809072,Stary Dzików,gmina,"779205,976370859","271418,061133996"
1214053,Proszowice,gmina,"595812,087454612","260096,147656687"
1214042,Pałecznica,gmina,"593018,123062542","268647,778766537"
1214062,Radziemice,gmina,"586147,952173694","266939,623063967"
206052,Janowice Wielkie,gmina,"282332,48540592","340716,673255915"
206092,Stara Kamienica,gmina,"258313,064510403","342254,226941422"
411042,Osięciny,gmina,"481394,992091182","531144,899083761"
411032,Dobre,gmina,"472003,888392001","536013,403661708"
2463011,Chorzów,gmina,"497227,017390604","269737,303343644"
620062,Miączyn,gmina,"821123,555370963","329185,020689504"
620052,Łabunie,gmina,"807939,909686096","318894,726328694"
2213062,Lubichowo,gmina,"458571,54098208","662683,728528016"
1406092,Pniewy,gmina,"618908,993299001","450348,034458397"
1407042,Grabów nad Pilicą,gmina,"654132,677580973","431120,845656216"
1216063,Ryglice,gmina,"655912,038400422","227595,5919195"
411053,Piotrków Kujawski,gmina,"465748,192426937","517586,947930872"
411072,Topólka,gmina,"478866,238193186","514753,755681645"
3216052,Sławoborze,gmina,"281985,326039767","675069,578717954"
3216042,Rąbino,gmina,"298197,724435985","670093,269602721"
620012,Adamów,gmina,"796078,028265766","311968,768656502"
2215082,Łęczyce,gmina,"430257,529622324","746419,740464723"
2216042,Stary Targ,gmina,"511568,860821596","676466,137719774"
1413032,Lipowiec Kościelny,gmina,"581255,256070202","582867,332260984"
1413052,Strzegowo,gmina,"588055,190857569","562280,863957493"
1413092,Wieczfnia Kościelna,gmina,"599239,565948778","592529,290281084"
1414032,Leoncin,gmina,"603044,106099961","500840,804464247"
1811092,Tuszów Narodowy,gmina,"678423,62310906","281119,29274133"
1216122,Wietrzychowice,gmina,"623984,866046446","259160,420898567"
209042,Kunice,gmina,"309598,044095643","378052,732635714"
209062,Miłkowice,gmina,"297957,327820322","380042,039391435"
210042,Lubań,gmina,"242284,248213158","370148,731264848"
414052,Lniano,gmina,"446773,530424016","627428,252552666"
811072,Przewóz,gmina,"219944,895916013","409262,869038539"
811063,Lubsko,gmina,"222756,663051496","446930,966677264"
811092,Tuplice,gmina,"215448,827358767","433509,374184943"
812023,Szlichtyngowa,gmina,"309811,144666516","433574,420015388"
1001032,Drużbice,gmina,"527288,903372127","399994,055147958"
1409042,Rzeczniów,gmina,"667455,933331165","365102,713194628"
1814022,Adamówka,gmina,"765144,249977943","272611,312881748"
1422011,Przasnysz,gmina,"626240,56940243","574328,065445297"
1606023,Namysłów,gmina,"409067,865321879","356779,414356276"
1820043,Nowa Dęba,gmina,"694140,227584969","293048,277551058"
219072,Świdnica,gmina,"322133,993014454","329949,372410064"
220033,Trzebnica,gmina,"367871,029353051","389405,749774514"
2404142,Przyrów,gmina,"535641,34330336","324521,11599114"
607042,Gościeradów,gmina,"711097,9212686","337104,066076888"
808042,Szczaniec,gmina,"273573,502259552","491090,850909466"
1422052,Krasne,gmina,"627221,26480718","563384,560039855"
1424032,Pokrzywnica,gmina,"638627,501988753","528137,275017785"
1609052,Łubniany,gmina,"429699,586497109","325309,738194644"
1202033,Czchów,gmina,"619563,273342612","220805,363436743"
1201042,Lipnica Murowana,gmina,"608609,424693595","221182,467211413"
2006053,Stawiski,gmina,"709887,217039841","615760,68798656"
2007082,Wizna,gmina,"723867,32995193","597653,901197002"
221042,Czarny Bór,gmina,"297809,60865046","326352,232204263"
221031,Szczawno-Zdrój,gmina,"305319,67806067","329161,121320686"
608022,Abramów,gmina,"728108,186753716","405206,872633793"
809092,Zabór,gmina,"273161,970099819","458131,147777402"
810073,Szprotawa,gmina,"263949,50494419","418484,569102175"
1012022,Dobryszyce,gmina,"528904,419592045","364360,678213769"
1012102,Masłowice,gmina,"553681,285999977","360446,006875048"
1012062,Kobiele Wielkie,gmina,"543400,589936739","350898,343434789"
1012053,Kamieńsk,gmina,"532882,0844792","373163,504153203"
1425022,Gózd,gmina,"662900,474655435","391855,443795247"
1609092,Popielów,gmina,"410955,136823567","331941,900324064"
1203033,Chrzanów,gmina,"528310,404717105","252171,062572372"
1203053,Trzebinia,gmina,"534498,311565846","256214,182317779"
1204032,Gręboszów,gmina,"627586,927132718","265986,724067087"
2010011,Siemiatycze,gmina,"762824,64359504","513153,023562153"
3201033,Karlino,gmina,"292420,904298639","691322,303825494"
3202012,Bierzwnik,gmina,"278165,179918663","582365,603746675"
3202023,Choszczno,gmina,"262698,661390129","595980,463708742"
810062,Niegosławice,gmina,"274109,218720992","420984,447949123"
1426032,Kotuń,gmina,"706671,058495188","482513,081878335"
1205062,Łużna,gmina,"647788,114690137","205392,272642755"
1205042,Gorlice,gmina,"654299,802499244","200358,098813949"
2009011,Sejny,gmina,"783954,437768063","702598,254378225"
2009032,Krasnopol,gmina,"773736,650989822","702286,743999094"
610022,Ludwin,gmina,"775080,363963053","397223,002797215"
616022,Kłoczew,gmina,"705002,795588315","434109,417540235"
2209073,Nowy Staw,gmina,"504272,685796092","696213,147622854"
1021032,Dmosin,gmina,"554133,791513797","448646,944295712"
1809053,Narol,gmina,"804943,335147432","283079,371723873"
1210122,Nawojowa,gmina,"626452,610909102","186798,328624548"
1211011,Nowy Targ,gmina,"575057,341908772","180834,199665236"
3212053,Pyrzyce,gmina,"226302,726216895","595124,404833603"
618042,Krynice,gmina,"811814,082844306","310389,84815236"
618063,Łaszczów,gmina,"834274,162161245","306398,673692448"
618112,Tomaszów Lubelski,gmina,"814433,166212992","296910,390581485"
1219022,Gdów,gmina,"587798,523945589","228903,943297043"
212013,Gryfów Śląski,gmina,"250342,590579013","359070,668700809"
416032,Kęsowo,gmina,"415023,654744256","634283,289681617"
602022,Aleksandrów,gmina,"776018,662639046","296413,819311765"
1814092,Zarzecze,gmina,"752173,871855665","241809,90284284"
1816033,Boguchwała,gmina,"705916,615995365","240161,250244924"
2001011,Augustów,gmina,"763683,7801389","672241,644117985"
418011,Kowal,gmina,"509835,316431999","518550,079486242"
2465011,Dąbrowa Górnicza,gmina,"521309,10143328","276394,356216491"
602032,Biłgoraj,gmina,"760525,09507669","303841,981450141"
602092,Łukowa,gmina,"781818,907626543","288559,149895722"
802022,Bobrowice,gmina,"228984,649047588","458762,550237607"
803012,Bledzew,gmina,"255657,051860681","523435,434893325"
803032,Przytoczna,gmina,"274992,790372395","528927,811734293"
1004032,Góra Świętej Małgorzaty,gmina,"522108,372405775","466580,077639155"
1004052,Łęczyca,gmina,"509849,421491585","466526,485526377"
1005052,Kiernozia,gmina,"559274,297856886","488843,724947455"
1418013,Góra Kalwaria,gmina,"649439,900645899","458899,444201395"
1418043,Piaseczno,gmina,"636964,072228759","465427,83462653"
1464011,Siedlce,gmina,"723647,90465754","482707,299990264"
1817062,Tyrawa Wołoska,gmina,"742942,181805471","196431,202588536"
2002093,Supraśl,gmina,"790291,951366644","600586,41176451"
214062,Oleśnica,gmina,"390830,876381659","372935,000679387"
214073,Syców,gmina,"405886,785471464","382591,915125336"
2207022,Gardeja,gmina,"502342,308963078","642249,559268842"
2207052,Ryjewo,gmina,"498282,726151975","664815,477135867"
2478011,Zabrze,gmina,"484827,614851666","272074,176854328"
603052,Dubienka,gmina,"840366,521649145","363214,407323901"
603072,Leśniowice,gmina,"815978,526546348","357486,216165171"
603142,Żmudź,gmina,"828080,867667396","362406,01219477"
1006113,Tuszyn,gmina,"537399,630531103","412757,041374107"
1419142,Staroźreby,gmina,"570424,012231569","530688,422619675"
1419132,Stara Biała,gmina,"544114,983769419","528118,882911147"
1603052,Polska Cerekiew,gmina,"437310,329376655","261313,587499424"
1819043,Strzyżów,gmina,"700073,450912826","224697,033619964"
2002123,Tykocin,gmina,"750989,117739343","598192,750803855"
2003062,Orla,gmina,"789868,999463347","543084,941769095"
404052,Papowo Biskupie,gmina,"471074,286905417","599221,789264851"
2402043,Czechowice-Dziedzice,gmina,"497615,058189421","225695,399911886"
604072,Uchanie,gmina,"829750,660924743","346939,952458891"
806043,Strzelce Krajeńskie,gmina,"264723,738786592","566647,54469827"
1009013,Działoszyn,gmina,"489532,159949889","361084,348038277"
1403062,Łaskarzew,gmina,"677834,300769973","440232,990202263"
225043,Pieńsk,gmina,"227089,330537118","383153,217243597"
201032,Gromadka,gmina,"273064,04617167","398516,524461959"
612053,Opole Lubelskie,gmina,"708819,20040967","365293,035289329"
1201011,Bochnia,gmina,"602617,701629623","234559,446325628"
2402022,Bestwina,gmina,"504452,366209798","227225,503891321"
2402102,Wilkowice,gmina,"505370,938892313","210144,259895889"
1201072,Rzezawa,gmina,"610240,643126068","240458,45162891"
2212102,Ustka,gmina,"366330,340176946","747199,339595053"
605032,Dzwola,gmina,"750803,99669929","316769,783070176"
609162,Zakrzew,gmina,"750569,509031806","342689,937148511"
605063,Modliborzyce,gmina,"734589,209325499","325627,730102136"
606043,Izbica,gmina,"791698,844584828","344539,372589699"
2410022,Kobiór,gmina,"496306,864788568","244783,811509494"
1412043,Cegłów,gmina,"686865,704929518","476978,337458287"
3031082,Złotów,gmina,"369603,451613043","614058,404429123"
3031072,Zakrzewo,gmina,"378321,923444409","616996,938373022"
1017072,Pątnów,gmina,"475347,889051712","360413,964302109"
403022,Dąbrowa Chełmińska,gmina,"450173,37889438","590249,926862149"
405032,Golub-Dobrzyń,gmina,"506004,255823479","586141,143795741"
405022,Ciechocin,gmina,"496346,424925625","576159,195814713"
224013,Bardo,gmina,"340416,969409288","296236,69031667"
223022,Długołęka,gmina,"374954,571096782","370233,958973368"
2415062,Gorzyce,gmina,"455581,581222609","233899,63505195"
3208042,Kołobrzeg,gmina,"271338,920608767","701649,169681908"
1403032,Borowie,gmina,"691241,924328896","457727,334660354"
2414031,Lędziny,gmina,"508846,322790175","251075,279734965"
2469011,Katowice,gmina,"501650,14626615","261200,787575656"
2404032,Janów,gmina,"531739,324959829","317651,032611458"
807053,Torzym,gmina,"229982,288987382","500771,041016688"
808012,Lubrza,gmina,"255015,197032233","497912,652622379"
2213031,Starogard Gdański,gmina,"468696,477005556","678286,40612232"
2203023,Czarne,gmina,"368118,843209527","644933,408102804"
1014052,Burzenin,gmina,"484473,061516963","397869,816806943"
1014082,Sieradz,gmina,"483116,099260337","413039,743090585"
1015062,Maków,gmina,"569953,167060131","454743,104075012"
2602012,Imielno,gmina,"601078,373448464","302902,642467892"
2215102,Wejherowo,gmina,"450045,93370042","748121,722212305"
1818042,Radomyśl nad Sanem,gmina,"707984,082729203","320576,784737168"
620122,Sułów,gmina,"778853,966740813","328755,587232152"
1428082,Teresin,gmina,"595193,334235418","481449,348489571"
2010052,Mielnik,gmina,"779196,017421991","506546,086019784"
2001043,Lipsk,gmina,"793079,865586911","663430,844541151"
2011083,Sokółka,gmina,"798511,696325988","623214,8361821"
2005032,Czeremcha,gmina,"794905,568540809","524275,217101024"
2005092,Narewka,gmina,"821214,932691314","564366,698633875"
2012082,Szypliszki,gmina,"764720,578411615","714841,060202499"
3211012,Dobra (Szczecińska),gmina,"194298,181310935","635087,696003516"
2007092,Zbójna,gmina,"683999,964476981","603003,545035919"
2470011,Mysłowice,gmina,"510435,551471838","258990,53951946"
217032,Przeworno,gmina,"370595,029527539","314010,837955238"
2211023,Jastarnia,gmina,"474349,534647629","758992,869047421"
2211043,Władysławowo,gmina,"459832,795707176","770045,011840921"
619062,Włodawa,gmina,"813807,62132134","416657,173528795"
1610013,Biała,gmina,"407651,501803001","285464,914719611"
3210043,Myślibórz,gmina,"220883,002880239","572880,588261707"
208103,Międzylesie,gmina,"334381,921576096","258823,407958153"
802063,Krosno Odrzańskie,gmina,"230479,194465162","472847,543048293"
620142,Zamość,gmina,"796896,565639266","323864,670416011"
1609022,Dąbrowa,gmina,"412738,605633241","315882,345402281"
1415022,Czarnia,gmina,"644642,814070465","610257,230012882"
2004022,Grajewo,gmina,"732763,726573324","640431,151141553"
2004011,Grajewo,gmina,"728316,68476129","647243,829780125"
3025043,Środa Wielkopolska,gmina,"384144,542924381","486523,707381831"
1010093,Sulejów,gmina,"557511,299124706","387380,539795291"
2416073,Pilica,gmina,"549009,202207724","291287,836849223"
2471011,Piekary Śląskie,gmina,"497631,459709449","278495,43547541"
1004063,Piątek,gmina,"531958,144807931","466309,660364884"
2202052,Konarzyny,gmina,"394171,187107135","668846,167056177"
1211072,Lipnica Wielka,gmina,"542242,198327626","183033,154255885"
2603012,Bejsce,gmina,"614137,986595196","264102,938879225"
2604033,Chęciny,gmina,"601623,18268896","325289,41468767"
2604023,Bodzentyn,gmina,"634680,553900033","344452,2773288"
2606012,Baćkowice,gmina,"656742,406770614","326490,483596028"
3010062,Krzymów,gmina,"456709,223234357","479772,441746232"
3009032,Chodów,gmina,"501447,804863025","487832,015595195"
3003023,Czerniejewo,gmina,"398446,500927665","509350,495743538"
3003062,Łubowo,gmina,"393342,592918284","516801,157960826"
3003093,Trzemeszno,gmina,"421331,922179018","523943,492679491"
3009072,Koło,gmina,"476935,144789397","484754,805855928"
3031053,Okonek,gmina,"356048,686309822","631809,501303116"
2405052,Rudziniec,gmina,"462213,806491922","278603,387223883"
2405063,Sośnicowice,gmina,"464471,397937551","267694,837801087"
2406052,Opatów,gmina,"488054,696110934","341662,211439733"
2413092,Zbrosławice,gmina,"479799,502587328","282776,77317238"
2415011,Pszów,gmina,"456170,645377288","241907,176471919"
2417062,Lipowa,gmina,"505134,983665013","200325,495547637"
2417011,Żywiec,gmina,"515354,05979735","203153,269168679"
1432042,Leszno,gmina,"609489,579205808","491161,487323424"
1432072,Stare Babice,gmina,"622332,125761591","490116,22215549"
1433022,Grębków,gmina,"701967,125345111","492778,298115373"
1805072,Nowy Żmigród,gmina,"682951,936985098","194735,977905382"
1208012,Charsznica,gmina,"565395,255511223","283313,603486964"
406033,Łasin,gmina,"506724,957569138","629880,860469737"
3208022,Dygowo,gmina,"287512,369455501","699796,931503096"
3209073,Sianów,gmina,"327565,81553958","711280,717571637"
614043,Kazimierz Dolny,gmina,"708463,351826163","388082,261321738"
614062,Kurów,gmina,"720796,834852498","397719,189452964"
1019023,Szadek,gmina,"497759,550282627","427017,608558767"
1433092,Wierzbno,gmina,"694234,01612306","498536,68790081"
1401052,Stromiec,gmina,"647044,40389764","422377,720256048"
1402042,Gołymin-Ośrodek,gmina,"623334,930925702","552094,884109448"
1402033,Glinojeck,gmina,"591624,013841429","549968,836209534"
1805082,Osiek Jasielski,gmina,"677159,248883226","197082,917455855"
1807033,Iwonicz-Zdrój,gmina,"700796,135842462","192569,091082859"
1209082,Tokarnia,gmina,"562067,140653226","208419,609407104"
1209073,Sułkowice,gmina,"558085,47697374","219588,978037965"
1210092,Łącko,gmina,"605330,963321034","187212,178119668"
226052,Zagrodno,gmina,"279798,389454136","375390,489864139"
407092,Złotniki Kujawskie,gmina,"439944,123361057","560761,917325968"
615022,Borki,gmina,"741383,675537562","435005,793050039"
1416072,Ostrów Mazowiecka,gmina,"693493,82323593","553017,987625099"
1423012,Borkowice,gmina,"617890,245474772","383054,578134813"
1430012,Chlewiska,gmina,"621586,1715073","376137,261331986"
3010092,Skulsk,gmina,"454502,552078401","512027,453395444"
802072,Maszewo,gmina,"221673,167289509","481366,365258804"
406012,Grudziądz,gmina,"485123,053157856","622571,728872544"
403062,Osielsko,gmina,"436388,590571367","594391,452695841"
1817032,Bukowsko,gmina,"721344,946482252","182680,450211969"
3002073,Trzcianka,gmina,"329596,698222199","578291,904183445"
2802053,Pieniężno,gmina,"575785,956129507","709162,103757432"
2804022,Godkowo,gmina,"559837,286161814","690519,788098635"
414093,Świecie,gmina,"462112,458645371","616461,237716088"
1007023,Drzewica,gmina,"599034,922946295","399956,438737215"
2804032,Gronowo Elbląskie,gmina,"519706,903825122","692823,653838253"
2612073,Staszów,gmina,"656093,957501989","303937,715467093"
2814072,Jonkowo,gmina,"583308,169320952","662944,56591302"
2810011,Mrągowo,gmina,"651375,284408806","669422,364316819"
2811032,Kozłowo,gmina,"586105,524969793","608794,391611878"
3019062,Szydłowo,gmina,"341843,058920304","594897,80334158"
3018073,Ostrzeszów,gmina,"423709,29033315","397330,041864552"
3020022,Czermin,gmina,"415206,00665063","457646,539918519"
3021052,Dopiewo,gmina,"343375,913132081","502387,787249333"
3021083,Kostrzyn,gmina,"381325,654278903","502888,828055808"
3021021,Puszczykowo,gmina,"353700,524171173","492768,250076427"
3021132,Rokietnica,gmina,"346585,827442542","518507,795020648"
3023083,Zagórów,gmina,"424582,425191495","475021,874795683"
3024073,Szamotuły,gmina,"335042,061123658","526837,89935458"
3023032,Orchowo,gmina,"433595,800259429","516490,166555557"
3027011,Turek,gmina,"466062,073918492","461196,88360846"
3027062,Przykona,gmina,"476037,396601918","458406,105743122"
3023052,Powidz,gmina,"427560,001654921","507738,679056391"
3031062,Tarnówka,gmina,"357011,55840473","609264,876510801"
3031011,Złotów,gmina,"369655,097386913","612389,176204449"
3030023,Miłosław,gmina,"398514,937913969","481235,382629981"
3029033,Wolsztyn,gmina,"302155,575425411","470879,380413157"
2012032,Jeleniewo,gmina,"753933,549878458","712880,702793237"
2013011,Wysokie Mazowieckie,gmina,"735849,67639263","567991,664952736"
401082,Waganiec,gmina,"490223,808473453","548208,23569196"
402042,Brzozie,gmina,"540220,396963023","604419,576327627"
3207023,Golczewo,gmina,"233342,8713539","671103,774413006"
611072,Stanin,gmina,"719654,686868679","451055,650671376"
